"GIMNASTIC DE TARRAGONA, SAD",0 - 1 ,VILLARREAL C.F. B
"CORDOBA C.F., SAD",3 - 1 ,"S.D. HUESCA, SAD"
"GIRONA F.C., SAD",5 - 3 ,"XEREZ C.D., S.A.D."
REAL MURCIA C.F. SAD,1 - 2 ,"U.D. LAS PALMAS, SAD"
"R.C. CELTA DE VIGO, SAD",5 - 0 ,"C.D. NUMANCIA DE SORIA, SAD"
"ELCHE C.F., SAD",1 - 2 ,"REAL VALLADOLID C.F., SAD"
"U.D. ALMERIA, SAD",2 - 2 ,"R.C.RVO. DE HUELVA, SAD"
Resultados Temporada 2011/2012 - Jornada Nº 29 (Fecha: 18/03/2012),,
Equipo Local,Marcador,Equipo Visitante
"R.C.RVO. DE HUELVA, SAD",1 - 1 ,"C.E. SABADELL F.C., SAD."
F.C. BARCELONA B,3 - 2 ,A.D. ALCORCON
"HERCULES C.F., SAD",5 - 0 ,C.D. GUADALAJARA
"R.C. DEPORTIVO DE LA CORUÑA, SAD",3 - 0 ,C.D. ALCOYANO
"F.C. CARTAGENA, SAD",1 - 3 ,"GIMNASTIC DE TARRAGONA, SAD"
VILLARREAL C.F. B,1 - 1 ,"CORDOBA C.F., SAD"
"S.D. HUESCA, SAD",2 - 1 ,"GIRONA F.C., SAD"
"XEREZ C.D., S.A.D.",3 - 1 ,REAL MURCIA C.F. SAD
"U.D. LAS PALMAS, SAD",3 - 1 ,"R.C. CELTA DE VIGO, SAD"
"C.D. NUMANCIA DE SORIA, SAD",3 - 0 ,"ELCHE C.F., SAD"
"REAL VALLADOLID C.F., SAD",1 - 1 ,"U.D. ALMERIA, SAD"
Resultados Temporada 2011/2012 - Jornada Nº 31 (Fecha: 25/03/2012),,
Equipo Local,Marcador,Equipo Visitante
"R.C.RVO. DE HUELVA, SAD",1 - 2 ,A.D. ALCORCON
"C.E. SABADELL F.C., SAD.",2 - 2 ,C.D. GUADALAJARA
F.C. BARCELONA B,2 - 1 ,C.D. ALCOYANO
"HERCULES C.F., SAD",1 - 3 ,"GIMNASTIC DE TARRAGONA, SAD"
"R.C. DEPORTIVO DE LA CORUÑA, SAD",2 - 0 ,"CORDOBA C.F., SAD"
"F.C. CARTAGENA, SAD",1 - 1 ,"GIRONA F.C., SAD"
VILLARREAL C.F. B,2 - 0 ,REAL MURCIA C.F. SAD
"S.D. HUESCA, SAD",1 - 1 ,"R.C. CELTA DE VIGO, SAD"
"XEREZ C.D., S.A.D.",0 - 0 ,"ELCHE C.F., SAD"
"U.D. LAS PALMAS, SAD",2 - 2 ,"U.D. ALMERIA, SAD"
"C.D. NUMANCIA DE SORIA, SAD",1 - 4 ,"REAL VALLADOLID C.F., SAD"
Resultados Temporada 2011/2012 - Jornada Nº 32 (Fecha: 01/04/2012),,
Equipo Local,Marcador,Equipo Visitante
C.D. GUADALAJARA,1 - 2 ,A.D. ALCORCON
C.D. ALCOYANO,2 - 1 ,"C.E. SABADELL F.C., SAD."
"GIMNASTIC DE TARRAGONA, SAD",1 - 1 ,F.C. BARCELONA B
"CORDOBA C.F., SAD",3 - 1 ,"HERCULES C.F., SAD"
"GIRONA F.C., SAD",1 - 0 ,"R.C. DEPORTIVO DE LA CORUÑA, SAD"
REAL MURCIA C.F. SAD,2 - 1 ,"F.C. CARTAGENA, SAD"
"R.C. CELTA DE VIGO, SAD",2 - 0 ,VILLARREAL C.F. B
"ELCHE C.F., SAD",1 - 2 ,"S.D. HUESCA, SAD"
"U.D. ALMERIA, SAD",1 - 1 ,"XEREZ C.D., S.A.D."
"REAL VALLADOLID C.F., SAD",2 - 1 ,"U.D. LAS PALMAS, SAD"
"C.D. NUMANCIA DE SORIA, SAD",1 - 0 ,"R.C.RVO. DE HUELVA, SAD"
Resultados Temporada 2011/2012 - Jornada Nº 33 (Fecha: 08/04/2012),,
Equipo Local,Marcador,Equipo Visitante
"R.C.RVO. DE HUELVA, SAD",4 - 2 ,C.D. GUADALAJARA
A.D. ALCORCON,2 - 1 ,C.D. ALCOYANO
"C.E. SABADELL F.C., SAD.",1 - 0 ,"GIMNASTIC DE TARRAGONA, SAD"
F.C. BARCELONA B,2 - 0 ,"CORDOBA C.F., SAD"
"HERCULES C.F., SAD",4 - 2 ,"GIRONA F.C., SAD"
"R.C. DEPORTIVO DE LA CORUÑA, SAD",3 - 1 ,REAL MURCIA C.F. SAD
VILLARREAL C.F. B,2 - 0 ,"ELCHE C.F., SAD"
"S.D. HUESCA, SAD",1 - 0 ,"U.D. ALMERIA, SAD"
"XEREZ C.D., S.A.D.",0 - 4 ,"REAL VALLADOLID C.F., SAD"
"U.D. LAS PALMAS, SAD",1 - 1 ,"C.D. NUMANCIA DE SORIA, SAD"
Resultados Temporada 2011/2012 - Jornada Nº 34 (Fecha: 15/04/2012),,
Equipo Local,Marcador,Equipo Visitante
C.D. ALCOYANO,0 - 1 ,C.D. GUADALAJARA
"GIMNASTIC DE TARRAGONA, SAD",0 - 2 ,A.D. ALCORCON
"CORDOBA C.F., SAD",0 - 0 ,"C.E. SABADELL F.C., SAD."
"GIRONA F.C., SAD",1 - 1 ,F.C. BARCELONA B
REAL MURCIA C.F. SAD,2 - 6 ,"HERCULES C.F., SAD"
"R.C. CELTA DE VIGO, SAD",2 - 3 ,"R.C. DEPORTIVO DE LA CORUÑA, SAD"
"ELCHE C.F., SAD",2 - 1 ,"F.C. CARTAGENA, SAD"
"U.D. ALMERIA, SAD",0 - 0 ,VILLARREAL C.F. B
"REAL VALLADOLID C.F., SAD",3 - 0 ,"S.D. HUESCA, SAD"
"C.D. NUMANCIA DE SORIA, SAD",2 - 2 ,"XEREZ C.D., S.A.D."
"U.D. LAS PALMAS, SAD",0 - 0 ,"R.C.RVO. DE HUELVA, SAD"
Resultados Temporada 2011/2012 - Jornada Nº 35 (Fecha: 22/04/2012),,
Equipo Local,Marcador,Equipo Visitante
"R.C.RVO. DE HUELVA, SAD",1 - 3 ,C.D. ALCOYANO
C.D. GUADALAJARA,1 - 0 ,"GIMNASTIC DE TARRAGONA, SAD"
A.D. ALCORCON,2 - 0 ,"CORDOBA C.F., SAD"
"C.E. SABADELL F.C., SAD.",2 - 3 ,"GIRONA F.C., SAD"
F.C. BARCELONA B,1 - 0 ,REAL MURCIA C.F. SAD
"HERCULES C.F., SAD",1 - 0 ,"R.C. CELTA DE VIGO, SAD"
"R.C. DEPORTIVO DE LA CORUÑA, SAD",4 - 3 ,"ELCHE C.F., SAD"
"F.C. CARTAGENA, SAD",1 - 1 ,"U.D. ALMERIA, SAD"
VILLARREAL C.F. B,0 - 1 ,"REAL VALLADOLID C.F., SAD"
"S.D. HUESCA, SAD",2 - 1 ,"C.D. NUMANCIA DE SORIA, SAD"
"XEREZ C.D., S.A.D.",2 - 0 ,"U.D. LAS PALMAS, SAD"
Resultados Temporada 2011/2012 - Jornada Nº 36 (Fecha: 29/04/2012),,
Equipo Local,Marcador,Equipo Visitante
"GIMNASTIC DE TARRAGONA, SAD",2 - 0 ,C.D. ALCOYANO
"CORDOBA C.F., SAD",3 - 2 ,C.D. GUADALAJARA
"GIRONA F.C., SAD",0 - 0 ,A.D. ALCORCON
REAL MURCIA C.F. SAD,1 - 0 ,"C.E. SABADELL F.C., SAD."
"R.C. CELTA DE VIGO, SAD",4 - 1 ,F.C. BARCELONA B
"ELCHE C.F., SAD",0 - 3 ,"HERCULES C.F., SAD"
"U.D. ALMERIA, SAD",2 - 0 ,"R.C. DEPORTIVO DE LA CORUÑA, SAD"
"REAL VALLADOLID C.F., SAD",2 - 1 ,"F.C. CARTAGENA, SAD"
"C.D. NUMANCIA DE SORIA, SAD",0 - 1 ,VILLARREAL C.F. B
"U.D. LAS PALMAS, SAD",1 - 3 ,"S.D. HUESCA, SAD"
"XEREZ C.D., S.A.D.",3 - 1 ,"R.C.RVO. DE HUELVA, SAD"
Resultados Temporada 2011/2012 - Jornada Nº 37 (Fecha: 06/05/2012),,
Equipo Local,Marcador,Equipo Visitante
"R.C.RVO. DE HUELVA, SAD",2 - 2 ,"GIMNASTIC DE TARRAGONA, SAD"
C.D. ALCOYANO,3 - 3 ,"CORDOBA C.F., SAD"
C.D. GUADALAJARA,1 - 4 ,"GIRONA F.C., SAD"
A.D. ALCORCON,3 - 0 ,REAL MURCIA C.F. SAD
"C.E. SABADELL F.C., SAD.",1 - 2 ,"R.C. CELTA DE VIGO, SAD"
F.C. BARCELONA B,0 - 1 ,"ELCHE C.F., SAD"
"HERCULES C.F., SAD",0 - 0 ,"U.D. ALMERIA, SAD"
"R.C. DEPORTIVO DE LA CORUÑA, SAD",1 - 1 ,"REAL VALLADOLID C.F., SAD"
"F.C. CARTAGENA, SAD",2 - 1 ,"C.D. NUMANCIA DE SORIA, SAD"
VILLARREAL C.F. B,1 - 4 ,"U.D. LAS PALMAS, SAD"
"S.D. HUESCA, SAD",2 - 1 ,"XEREZ C.D., S.A.D."
Resultados Temporada 2011/2012 - Jornada Nº 38 (Fecha: 13/05/2012),,
Equipo Local,Marcador,Equipo Visitante
"CORDOBA C.F., SAD",4 - 2 ,"GIMNASTIC DE TARRAGONA, SAD"
"GIRONA F.C., SAD",5 - 1 ,C.D. ALCOYANO
REAL MURCIA C.F. SAD,2 - 2 ,C.D. GUADALAJARA
"R.C. CELTA DE VIGO, SAD",3 - 0 ,A.D. ALCORCON
"ELCHE C.F., SAD",1 - 1 ,"C.E. SABADELL F.C., SAD."
"U.D. ALMERIA, SAD",1 - 2 ,F.C. BARCELONA B
"REAL VALLADOLID C.F., SAD",1 - 1 ,"HERCULES C.F., SAD"
"C.D. NUMANCIA DE SORIA, SAD",0 - 3 ,"R.C. DEPORTIVO DE LA CORUÑA, SAD"
"U.D. LAS PALMAS, SAD",1 - 2 ,"F.C. CARTAGENA, SAD"
"XEREZ C.D., S.A.D.",0 - 1 ,VILLARREAL C.F. B
"S.D. HUESCA, SAD",0 - 2 ,"R.C.RVO. DE HUELVA, SAD"
Resultados Temporada 2011/2012 - Jornada Nº 39 (Fecha: 16/05/2012),,
Equipo Local,Marcador,Equipo Visitante
"R.C.RVO. DE HUELVA, SAD",0 - 1 ,"CORDOBA C.F., SAD"
"GIMNASTIC DE TARRAGONA, SAD",1 - 1 ,"GIRONA F.C., SAD"
C.D. ALCOYANO,1 - 3 ,REAL MURCIA C.F. SAD
C.D. GUADALAJARA,0 - 3 ,"R.C. CELTA DE VIGO, SAD"
A.D. ALCORCON,3 - 1 ,"ELCHE C.F., SAD"
"C.E. SABADELL F.C., SAD.",2 - 1 ,"U.D. ALMERIA, SAD"
F.C. BARCELONA B,1 - 2 ,"REAL VALLADOLID C.F., SAD"
"HERCULES C.F., SAD",1 - 3 ,"C.D. NUMANCIA DE SORIA, SAD"
"R.C. DEPORTIVO DE LA CORUÑA, SAD",3 - 1 ,"U.D. LAS PALMAS, SAD"
"F.C. CARTAGENA, SAD",0 - 0 ,"XEREZ C.D., S.A.D."
VILLARREAL C.F. B,4 - 2 ,"S.D. HUESCA, SAD"
Resultados Temporada 2011/2012 - Jornada Nº 40 (Fecha: 20/05/2012),,
Equipo Local,Marcador,Equipo Visitante
"GIRONA F.C., SAD",3 - 1 ,"CORDOBA C.F., SAD"
REAL MURCIA C.F. SAD,2 - 2 ,"GIMNASTIC DE TARRAGONA, SAD"
"R.C. CELTA DE VIGO, SAD",4 - 0 ,C.D. ALCOYANO
"ELCHE C.F., SAD",2 - 3 ,C.D. GUADALAJARA
"U.D. ALMERIA, SAD",2 - 0 ,A.D. ALCORCON
"REAL VALLADOLID C.F., SAD",2 - 0 ,"C.E. SABADELL F.C., SAD."
"C.D. NUMANCIA DE SORIA, SAD",3 - 0 ,F.C. BARCELONA B
"U.D. LAS PALMAS, SAD",2 - 0 ,"HERCULES C.F., SAD"
"XEREZ C.D., S.A.D.",3 - 2 ,"R.C. DEPORTIVO DE LA CORUÑA, SAD"
"S.D. HUESCA, SAD",1 - 0 ,"F.C. CARTAGENA, SAD"
VILLARREAL C.F. B,2 - 0 ,"R.C.RVO. DE HUELVA, SAD"
Resultados Temporada 2011/2012 - Jornada Nº 41 (Fecha: 27/05/2012),,
Equipo Local,Marcador,Equipo Visitante
"GIRONA F.C., SAD",0 - 0 ,"R.C.RVO. DE HUELVA, SAD"
"CORDOBA C.F., SAD",2 - 1 ,REAL MURCIA C.F. SAD
"GIMNASTIC DE TARRAGONA, SAD",1 - 2 ,"R.C. CELTA DE VIGO, SAD"
C.D. ALCOYANO,4 - 0 ,"ELCHE C.F., SAD"
C.D. GUADALAJARA,0 - 1 ,"U.D. ALMERIA, SAD"
A.D. ALCORCON,2 - 2 ,"REAL VALLADOLID C.F., SAD"
"C.E. SABADELL F.C., SAD.",1 - 3 ,"C.D. NUMANCIA DE SORIA, SAD"
F.C. BARCELONA B,2 - 0 ,"U.D. LAS PALMAS, SAD"
"HERCULES C.F., SAD",2 - 2 ,"XEREZ C.D., S.A.D."
"R.C. DEPORTIVO DE LA CORUÑA, SAD",2 - 1 ,"S.D. HUESCA, SAD"
"F.C. CARTAGENA, SAD",6 - 2 ,VILLARREAL C.F. B
Resultados Temporada 2011/2012 - Jornada Nº 42 (Fecha: 03/06/2012),,
Equipo Local,Marcador,Equipo Visitante
REAL MURCIA C.F. SAD,1 - 2 ,"GIRONA F.C., SAD"
"R.C. CELTA DE VIGO, SAD",0 - 0 ,"CORDOBA C.F., SAD"
"ELCHE C.F., SAD",1 - 0 ,"GIMNASTIC DE TARRAGONA, SAD"
"U.D. ALMERIA, SAD",1 - 0 ,C.D. ALCOYANO
"REAL VALLADOLID C.F., SAD",1 - 3 ,C.D. GUADALAJARA
"C.D. NUMANCIA DE SORIA, SAD",0 - 1 ,A.D. ALCORCON
"U.D. LAS PALMAS, SAD",3 - 2 ,"C.E. SABADELL F.C., SAD."
"XEREZ C.D., S.A.D.",0 - 6 ,F.C. BARCELONA B
"S.D. HUESCA, SAD",1 - 2 ,"HERCULES C.F., SAD"
VILLARREAL C.F. B,0 - 1 ,"R.C. DEPORTIVO DE LA CORUÑA, SAD"
"R.C.RVO. DE HUELVA, SAD",1 - 2 ,"F.C. CARTAGENA, SAD"
