Jornada 1,,,,,,
Celta de Vigo,0 - 0,Villarreal,Balaídos,,17:00,Canal+ Liga y Gol T
Real Madrid,4 - 1,Getafe,Santiago Bernabéu,,19:00,Canal+ Liga y Gol T
Valencia,3 - 1,Sevilla,Mestalla,,21:00,Canal+ 1
Español,3 - 2,Athletic Club,Cornellà-El Prat,23 de septiembre,21:00,Cuatro
Jornada 6,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Levante,1 - 1,Real Valladolid,Ciudad de Valencia,24 de septiembre,20:00,Canal+ Liga y Gol T
Barcelona,4 - 1,Real Sociedad,Camp Nou,,,Canal+ 1
Málaga,2 - 0,Almería,La Rosaleda,,22:00,Canal+ Liga y Gol T
Atlético de Madrid,2 - 1,Osasuna,Vicente Calderón,,,Canal+ Liga y Gol T
Sevilla,4 - 1,Rayo Vallecano,Ramón Sánchez Pizjuán,25 de septiembre,20:00,Canal+ Liga y Gol T
Granada,0 - 1,Valencia,Nuevo Los Cármenes,,,Canal+ Liga y Gol T
Elche,1 - 2,Real Madrid,Manuel Martínez Valero,,22:00,Canal+ Liga y Gol T
Athletic Club,2 - 1,Real Betis Balompié,San Mamés,26 de septiembre,20:00,Canal+ Liga y Gol T
Getafe,2 - 0,Celta de Vigo,Coliseo Alfonso Pérez,,22:00,Canal+ Liga y Gol T
Villarreal,2 - 1,Español,El Madrigal,,,Cuatro
Jornada 7,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Real Valladolid,2 - 2,Málaga,José Zorrilla,27 de septiembre,21:00,Canal+ Liga y Gol T
Valencia,1 - 0,Rayo Vallecano,Mestalla,28 de septiembre,16:00,Canal+ Liga y Gol T
Almería,0 - 2,Barcelona,Juegos Mediterráneos,,18:00,Canal+ Liga y Gol T
Real Sociedad,1 - 1,Sevilla,Anoeta,,20:00,Canal+ Liga y Gol T
Real Madrid,0 - 1,Atlético de Madrid,Santiago Bernabéu,,22:00,Canal+ 1
Osasuna,0 - 1,Levante,El Sadar,29 de septiembre,12:00,Canal+ Liga y Gol T
Celta de Vigo,0 - 1,Elche,Balaídos,,17:00,Canal+ Liga y Gol T
Español,0 - 2,Getafe,Cornellà-El Prat,,19:00,Canal+ Liga y Gol T
Real Betis Balompié,1 - 0,Villarreal,Benito Villamarín,,21:00,Canal+ Liga y Gol T
Granada,2 - 0,Athletic Club,Nuevo Los Cármenes,30 de septiembre,22:00,Cuatro
Jornada 8,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Villarreal,3 - 0,Granada,El Madrigal,4 de octubre,20:00,Canal+ Liga y Gol T
Málaga,0 - 1,Osasuna,La Rosaleda,,22:00,Cuatro
Elche,2 - 1,Español,Manuel Martínez Valero,5 de octubre,16:00,Canal+ Liga y Gol T
Rayo Vallecano,1 - 0,Real Sociedad,Campo de Fútbol de Vallecas,,18:00,Canal+ Liga y Gol T
Levante,2 - 3,Real Madrid,Ciudad de Valencia,,20:00,Canal+ Liga y Gol T
Barcelona,4 - 1,Real Valladolid,Camp Nou,,22:00,Canal+ Liga y Gol T
Atlético de Madrid,2 - 1,Celta de Vigo,Vicente Calderón,6 de octubre,12:00,Canal+ Liga y Gol T
Sevilla,2 - 1,Almería,Ramón Sánchez Pizjuán,,17:00,Canal+ Liga y Gol T
Getafe,3 - 1,Real Betis Balompié,Coliseum Alfonso Pérez,,19:00,Canal+ Liga y Gol T
Athletic Club,1 - 1,Valencia,San Mamés,,21:00,Canal+ 1
Jornada 9,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Real Madrid,2 - 0,Málaga,Santiago Bernabéu,19 de octubre,16:00,Canal+ Liga y Gol T
Valencia,1 - 2,Real Sociedad,Mestalla,,18:00,Canal+ Liga y Gol T
Osasuna,0 - 0,Barcelona,El Sadar,,20:00,Canal+ 1
Español,1 - 0,Atlético de Madrid,Cornellà-El Prat,,22:00,Canal+ Liga y Gol T
Granada,0 - 2,Getafe,Nuevo Los Cármenes,20 de octubre,12:00,Canal+ Liga y Gol T
Almería,0 - 1,Rayo Vallecano,Juegos Mediterráneos,,17:00,Canal+ Liga y Gol T
Real Betis Balompié,1 - 2,Elche,Benito Villamarín,,19:00,Canal+ Liga y Gol T
Real Valladolid,2 - 2,Sevilla,José Zorrilla,,21:00,Canal+ Liga y Gol T
Celta de Vigo,0 - 1,Levante,Balaídos,21 de octubre,20:00,Canal+ Liga y Gol T
Athletic Club,2 - 0,Villarreal,San Mamés,,22:00,Cuatro
Jornada 10,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Rayo Vallecano,0 - 3,Real Valladolid,Campo de Fútbol de Vallecas,25 de octubre,21:00,Canal+ Liga y Gol T
Málaga,0 - 5,Celta de Vigo,La Rosaleda,26 de octubre,16:00,Canal+ Liga y Gol T
Barcelona,2 - 1,Real Madrid,Camp Nou,,18:00,Canal+ Liga y Gol T
Elche,0 - 1,Granada,Manuel Martínez Valero,,20:00,Canal+ Liga y Gol T
Levante,3 - 0,Español,Ciudad de Valencia,,22:00,Canal+ Liga y Gol T
Sevilla,2 - 1,Osasuna,Ramón Sánchez Pizjuán,27 de octubre,12:00,Canal+ Liga y Gol T
Villarreal,4 - 1,Valencia,El Madrigal,,17:00,Canal+ Liga y Gol T
Real Sociedad,3 - 0,Almería,Anoeta,,19:00,Canal+ Liga y Gol T
Atlético de Madrid,5 - 0,Real Betis Balompié,Vicente Calderón,,21:00,Canal+ 1
Getafe,0 - 1,Athletic Club,Coliseo Alfonso Pérez,28 de octubre,22:00,Cuatro
Jornada 11,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Español,0 - 0,Málaga,Cornellà-El Prat,29 de octubre,20:00,Canal+ Liga y Gol T
Celta de Vigo,0 - 3,Barcelona,Balaídos,,22:00,Canal+ Liga y Gol T
Real Valladolid,2 - 2,Real Sociedad,José Zorrilla,30 de octubre,20:00,Canal+ Liga y Gol T
Valencia,1 - 2,Almería,Mestalla,,,Canal+ Liga y Gol T
Real Madrid,7 - 3,Sevilla,Santiago Bernabéu,,22:00,Canal+ 1
Osasuna,3 - 1,Rayo Vallecano,El Sadar,,,Canal+ Liga y Gol T
Villarreal,0 - 2,Getafe,El Madrigal,31 de octubre,20:00,Canal+ Liga y Gol T
Granada,1 - 2,Atlético de Madrid,Nuevo Los Cármenes,,,Canal+ Liga y Gol T
Real Betis Balompié,0 - 0,Levante Unión Deportiva,Benito Villamarín,,22:00,Canal+ Liga y Gol T
Athletic Club,2 - 2,Elche,San Mamés,,,Cuatro
Jornada 12,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Barcelona,1 - 0,Español,Camp Nou,1 de noviembre,21:00,Canal+ Liga y Gol T
Real Sociedad,5 - 0,Osasuna,Anoeta,2 de noviembre,16:00,Canal+ Liga y Gol T
Almería,1 - 0,Real Valladolid,Juegos Mediterráneos,,18:00,Canal+ Liga y Gol T
Rayo Vallecano,2 - 3,Real Madrid,Campo de Fútbol de Vallecas,,20:00,Canal+ 1
Sevilla,0 - 1,Celta de Vigo,Ramón Sánchez Pizjuán,,22:00,Canal+ Liga y Gol T
Getafe,0 - 1,Valencia,Coliseo Alfonso Pérez,3 de noviembre,12:00,Canal+ Liga y Gol T
Atlético de Madrid,2 - 0,Athletic Club,Vicente Calderón,,17:00,Canal+ Liga y Gol T
Levante,0 - 1,Granada,Ciudad de Valencia,,19:00,Canal+ Liga y Gol T
Málaga,3 - 2,Real Betis Balompié,La Rosaleda,,21:00,Canal+ Liga y Gol T
Elche,0 - 1,Villarreal,Manuel Martínez Valero,4 de noviembre,22:00,Cuatro
Jornada 13,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Osasuna,0 - 1,Almería,El Sadar,8 de noviembre,20:00,Canal+ Liga y Gol T
Granada,3 - 1,Málaga,Nuevo Los Cármenes,,22:00,Cuatro
Real Madrid,5 - 1,Real Sociedad,Santiago Bernabéu,9 de noviembre,16:00,Canal+ Liga y Gol T
Getafe,1 - 1,Elche,Coliseo Alfonso Pérez,,18:00,Canal+ Liga y Gol T
Athletic Club,2 - 1,Levante,San Mamés,,20:00,Canal+ Liga y Gol T
Celta de Vigo,0 - 2,Rayo Vallecano,Balaídos,,22:00,Canal+ Liga y Gol T
Español,1 - 3,Sevilla,Cornellà-El Prat,10 de noviembre,12:00,Canal+ Liga y Gol T
Valencia,2 - 2,Real Valladolid,Mestalla,,17:00,Canal+ Liga y Gol T
Villarreal,1 - 1,Atlético de Madrid,El Madrigal,,19:00,Canal+ Liga y Gol T
Real Betis Balompié,1 - 4,Barcelona,Benito Villamarín,,21:00,Canal+ 1
Jornada 14,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Real Valladolid,0 - 1,Osasuna,José Zorrilla,22 de noviembre,21:00,Canal+ Liga y Gol T
Barcelona,4 - 0,Granada,Camp Nou,23 de noviembre,16:00,Canal+ Liga y Gol T
Real Sociedad,4 - 3,Celta de Vigo,Anoeta,,18:00,Canal+ Liga y Gol T
Almería,0 - 5,Real Madrid,Juegos Mediterráneos,,20:00,Canal+ Liga y Gol T
Atlético de Madrid,7 - 0,Getafe,Vicente Calderón,,22:00,Canal+ Liga y Gol T
Levante,0 - 3,Villarreal,Ciudad de Valencia,24 de noviembre,12:00,Canal+ Liga y Gol T
Rayo Vallecano,1 - 4,Español,Campo de Fútbol de Vallecas,,17:00,Canal+ Liga y Gol T
Elche,2 - 1,Valencia,Manuel Martínez Valero,,19:00,Canal+ Liga y Gol T
Sevilla,4 - 0,Real Betis Balompié,Ramón Sánchez Pizjuán,,21:00,Canal+ 1
Málaga,1 - 2,Athletic Club,La Rosaleda,25 de noviembre,22:00,Cuatro
Jornada 15,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Getafe,1 - 0,Levante,Coliseo Alfonso Pérez,29 de noviembre,20:00,Canal+ Liga y Gol T
Villarreal,1 - 1,Málaga,El Madrigal,,20:30,Cuatro
Elche,0 - 2,Atlético de Madrid,Manuel Martínez Valero,30 de noviembre,16:00,Canal+ Liga y Gol T
Celta de Vigo,3 - 1,Almería,Balaídos,,18:00,Canal+ Liga y Gol T
Real Madrid,4 - 0,Real Valladolid,Santiago Bernabéu,,20:00,Canal+ Liga y Gol T
Español,1 - 2,Real Sociedad,Cornellà-El Prat,,22:00,Canal+ Liga y Gol T
Real Betis Balompié,2 - 2,Rayo Vallecano,Benito Villamarín,1 de diciembre,12:00,Canal+ Liga y Gol T
Granada,1 - 2,Sevilla,Nuevo Los Cármenes,,17:00,Canal+ Liga y Gol T
Valencia,3 - 0,Osasuna,Mestalla,,19:00,Canal+ Liga y Gol T
Athletic Club,1 - 0,Barcelona,San Mamés,,21:00,Canal+ 1
Jornada 16,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Levante,2 - 1,Elche,Ciudad de Valencia,13 de diciembre,21:00,Canal+ Liga y Gol T
Osasuna,2 - 2,Real Madrid,El Sadar,14 de diciembre,16:00,Canal+ Liga y Gol T
Rayo Vallecano,0 - 2,Granada,Campo de Fútbol de Vallecas,,18:00,Canal+ Liga y Gol T
Barcelona,2 - 1,Villarreal,Camp Nou,,20:00,Canal+ Liga y Gol T
Málaga,1 - 0,Getafe,La Rosaleda,,22:00,Canal+ Liga y Gol T
Almería,0 - 0,Español,Juegos Mediterráneos,15 de diciembre,12:00,Canal+ Liga y Gol T
Real Sociedad,5 - 1,Real Betis Balompié,Anoeta,,17:00,Canal+ Liga y Gol T
Sevilla,1 - 1,Athletic Club,Ramón Sánchez Pizjuán,,19:00,Canal+ Liga y Gol T
Atlético de Madrid,3 - 0,Valencia,Vicente Calderón,,21:00,Canal+ 1
Real Valladolid,3 - 0,Celta de Vigo,José Zorrilla,16 de diciembre,22:00,Cuatro
Jornada 17,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Elche,0 - 1,Málaga,Manuel Martínez Valero,20 de diciembre,20:30,Cuatro
Villarreal,1 - 2,Sevilla,El Madrigal,21 de diciembre,16:00,Canal+ Liga y Gol T
Real Betis Balompié,0 - 1,Almería,Benito Villamarín,,18:00,Canal+ Liga y Gol T
Atlético de Madrid,3 - 2,Levante,Vicente Calderón,,20:00,Canal+ Liga y Gol T
Granada,1 - 3,Real Sociedad,Nuevo Los Cármenes,,22:00,Canal+ Liga y Gol T
Español,4 - 2,Real Valladolid,Estadio Cornellà-El Prat,22 de diciembre,12:00,Canal+ Liga y Gol T
Getafe,2 - 5,Barcelona,Coliseo Alfonso Pérez,,17:00,Canal+ Liga y Gol T
Athletic Club,2 - 1,Rayo Vallecano,San Mamés,,19:00,Canal+ Liga y Gol T
Valencia,2 - 3,Real Madrid,Mestalla,,21:00,Canal+ 1
Celta de Vigo,1 - 1,Osasuna,Balaídos,,,Canal+ Liga y Gol T
Jornada 18,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Málaga,0 - 1,Atlético de Madrid,La Rosaleda,4 de enero,16:00,Canal+ Liga y Gol T
Real Valladolid,0 - 0,Real Betis Balompié,José Zorrilla,,18:00,Canal+ Liga y Gol T
Valencia,2 - 0,Levante,Mestalla,,20:00,Canal+ Liga y Gol T
Almería,3 - 0,Granada,Juegos Mediterráneos,,22:00,Canal+ Liga y Gol T
Sevilla,3 - 0,Getafe,Ramón Sánchez Pizjuán,5 de enero,12:00,Canal+ Liga y Gol T
Barcelona,4 - 0,Elche,Camp Nou,,16:00,Canal+ Liga y Gol T
Osasuna,1 - 0,Español,El Sadar,,18:00,Canal+ Liga y Gol T
Real Sociedad,2 - 0,Athletic Club,Anoeta,,20:00,Canal+ 1
Real Madrid,3 - 0,Celta de Vigo,Santiago Bernabéu,6 de enero,19:00,Canal+ Liga y Gol T
Rayo Vallecano,2 - 5,Villarreal,Campo de Fútbol de Vallecas,,22:00,Cuatro
Jornada 19,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Granada,4 - 0,Real Valladolid,Nuevo Los Cármenes,10 de enero,21:00,Canal+ Liga y Gol T
Athletic Club,6 - 1,Almería,San Mamés,11 de enero,16:00,Canal+ Liga y Gol T
Celta de Vigo,2 - 1,Valencia,Balaídos,,18:00,Canal+ Liga y Gol T
Atlético de Madrid,0 - 0,Barcelona,Vicente Calderón,,20:00,Canal+ 1
Elche,1 - 1,Sevilla,Manuel Martínez Valero,,22:00,Canal+ Liga y Gol T
Getafe,0 - 1,Rayo Vallecano,Coliseo Alfonso Pérez,12 de enero,12:00,Canal+ Liga y Gol T
Real Betis Balompié,1 - 2,Osasuna,Benito Villamarín,,17:00,Canal+ Liga y Gol T
Español,0 - 1,Real Madrid,Cornellà-El Prat,,19:00,Canal+ Liga y Gol T
Levante,1 - 0,Málaga,Ciudad de Valencia,,21:00,Canal+ Liga y Gol T
Villarreal,5 - 1,Real Sociedad,El Madrigal,13 de enero,22:00,Cuatro
