Jornada 1,,,,,,
"F. C. Barcelona ""B""",2 - 2,Real Sporting de Gijón,Mini Estadi,,,Esport3 y Telecable
Real Madrid Castilla C. F.,3 - 1,Córdoba C. F.,Alfredo Di Stéfano,,18:15,LaSexta
C. D. Tenerife,0 - 3,C. E. Sabadell F. C.,Heliodoro Rodríguez López,,20:00,Esport3 y TV Canaria
R. C. Recreativo de Huelva,1 - 3,U. D. Las Palmas,Nuevo Colombino,22 de diciembre,12:00,Canal+ 1
R. C. D. Mallorca,2 - 0,Girona F. C.,Iberostar Estadio,,17:00,TBA
S. D. Ponferradina,1 - 0,Real Jaén C. F.,El Toralín,,,TBA
Real Zaragoza,0 - 0,Real Murcia C. F.,La Romareda,,18:15,LaSexta
C. D. Mirandés,1 - 1,A. D. Alcorcón,Anduva,,21:00,Teledeporte
Jornada 20,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
C. D. Lugo,0 - 0,S. D. Eibar,Anxo Carro,4 de enero,18:00,ETB y TVG
C. D. Numancia de Soria,0 - 2,Deportivo Alavés,Los Pajaritos,,,TBA
C. E. Sabadell F. C.,3 - 2,Real Madrid Castilla C. F.,Nova Creu Alta,,,Esport3
Real Murcia C. F.,1 - 2,C. D. Tenerife,Nueva Condomina,,,Televisión Canaria
Hércules C. F.,1 - 0,C. D. Mirandés,José Rico Pérez,,,TBA
Córdoba C. F.,2 - 0,R. C. Recreativo de Huelva,Nuevo Arcángel,,18:15,LaSexta
U. D. Las Palmas,2 - 2,R. C. D. Mallorca,Gran Canaria,,20:00,Televisión Canaria
Real Sporting de Gijón,2 - 3,Real Zaragoza,Gran Canaria,5 de enero,12:00,Canal+ 1
Girona F. C.,1 - 1,S. D. Ponferradina,Municipal de Montilivi,,16:00,Esport3
A. D. Alcorcón,2 - 2,"F. C. Barcelona ""B""",Santo Domingo,,18:00,Teledeporte
Real Jaén C. F.,0 - 0,R. C. Deportivo de La Coruña,La Victoria,,18:15,LaSexta
Jornada 21,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Deportivo Alavés,1 - 2,Real Jaén C. F.,Mendizorroza,11 de enero,18:00,ETB
R. C. Deportivo de La Coruña,0 - 0,Girona F. C.,Riazor,,,Esport3 y TVG
Real Madrid Castilla C. F.,2 - 2,Real Murcia C. F.,Alfredo di Stéfano,,18:15,LaSexta
S. D. Ponferradina,0 - 0,U. D. Las Palmas,El Toralín,,20:00,LaSexta
R. C. D. Mallorca,2 - 2,Córdoba C. F.,Iberostar Estadio,12 de enero,12:00,Canal+ 1
S. D. Eibar,1 - 2,C. D. Numancia de Soria,Ipurúa,,17:00,TBA
R. C. Recreativo de Huelva,1 - 2,C. E. Sabadell F. C.,Estadio Nuevo Colombino,,,TBA
"F. C. Barcelona ""B""",5 - 0,Hércules C. F.,Mini Estadi,,,Esport3
C. D. Tenerife,0 - 0,Real Sporting de Gijón,Heliodoro Rodríguez López,,18:00,TV Canaria y Telecable
Real Zaragoza,3 - 1,A. D. Alcorcón,La Romareda,,18:15,LaSexta
C. D. Mirandés,2 - 0,C. D. Lugo,Anduva,,21:00,Teledeporte
