Jornada 1,,,,,,,,,,,
Athletic,2 - 0,,Sevilla,,San Mamés,,,,19:00,,Gol T / C+ Liga
Racing,1 - 3,,Real Madrid,,El Sardinero,,,,21:00,,Canal+
Deportivo,2 - 1,,Real Sociedad,,Riazor,,7 de marzo,,21:00,,Gol T / Taquilla 8
Jornada 28,,,,,,,,,,,
Local,Resultado,,Visitante,,Estadio,,Fecha,,Hora,,Directo TV
Almería,2 - 2,,At. Madrid,,Juegos Mediterráneos,,12 de marzo,,18:00,,Gol T / C+ Liga
Real Madrid,2 - 0,,Hércules,,Santiago Bernabéu,,,,20:00,,Gol T / C+ Liga
Zaragoza,4 - 0,,Valencia,,La Romareda,,,,22:00,,laSexta / TV3 / IB3 / TM / TPA7
Osasuna,3 - 1,,Racing,,Reyno de Navarra,,13 de marzo,,17:00,,Taquilla 5
Real Sociedad,0 - 2,,Málaga,,Anoeta,,,,,,Taquilla 6
Espanyol,2 - 0,,Deportivo,,Cornellà-El Prat,,,,,,Taquilla 7
Levante,1 - 1,,Mallorca,,Ciutat de València,,,,,,Taquilla 8
Villarreal,1 - 1,,Sporting,,El Madrigal,,,,19:00,,Gol T / C+ Liga
Sevilla,1 - 1,,Barcelona,,Ramón Sánchez Pizjuán,,,,21:00,,Canal+
Getafe,2 - 2,,Athletic,,Coliseum Alfonso Pérez,,14 de marzo,,21:00,,Gol T / Taquilla 8
Jornada 29,,,,,,,,,,,
Local,Resultado,,Visitante,,Estadio,,Fecha,,Hora,,Directo TV
Mallorca,1 - 0,,Zaragoza,,Iberostar Estadi,,19 de marzo,,18:00,,Gol T / C+ Liga
Barcelona,2 - 1,,Getafe,,Camp Nou,,,,20:00,,Gol T / C+ Liga
At. Madrid,1 - 2,,Real Madrid,,Vicente Calderón,,,,22:00,,laSexta / TM / TPA7 / TV3 / IB3
Sporting,1 - 0,,Almería,,El Molinón,,20 de marzo,,17:00,,Taquilla 4
Hércules,0 - 4,,Osasuna,,José Rico Pérez,,,,,,Taquilla 5
Racing,2 - 1,,Real Sociedad,,El Sardinero,,,,,,Gol T / Taquilla 6
Málaga,2 - 0,,Espanyol,,La Rosaleda,,,,,,Taquilla 7
Deportivo,0 - 1,,Levante,,Riazor,,,,,,Taquilla 8
Athletic,0 - 1,,Villarreal,,San Mamés,,,,19:00,,Gol T / C+ Liga
Valencia,0 - 1,,Sevilla,,Mestalla,,,,21:00,,Canal+
Jornada 30,,,,,,,,,,,
Local,Resultado,,Visitante,,Estadio,,Fecha,,Hora,,Directo TV
Real Madrid,0 - 1,,Sporting,,Santiago Bernabéu,,2 de abril,,18:00,,Gol T / C+ Liga
Getafe,2 - 4,,Valencia,,Coliseum Alfonso Pérez,,,,20:00,,Gol T / C+ Liga
Villarreal,0 - 1,,Barcelona,,El Madrigal,,,,22:00,,laSexta / TV3 / IB3 / TM / TPA7
Real Sociedad,1 - 3,,Hércules,,Anoeta,,3 de abril,,17:00,,Taquilla 5
Espanyol,1 - 2,,Racing,,Cornellà-El Prat,,,,,,Taquilla 6
Levante,3 - 1,,Málaga,,Ciutat de València,,,,,,Taquilla 7
Deportivo,2 - 1,,Mallorca,,Riazor,,,,,,Taquilla 8
Sevilla,3 - 1,,Zaragoza,,Ramón Sánchez Pizjuán,,,,19:00,,Gol T / C+ Liga
Osasuna,2 - 3,,At. Madrid,,Reyno de Navarra,,,,21:00,,Canal+
Almería,1 - 3,,Athletic,,Juegos Mediterráneos,,4 de abril,,21:00,,Gol T / Taquilla 8
Jornada 31,,,,,,,,,,,
Local,Resultado,,Visitante,,Estadio,,Fecha,,Hora,,Directo TV
Athletic,0 - 3,,Real Madrid,,San Mamés,,9 de abril,,18:00,,Gol T / C+ Liga
Barcelona,3 - 1,,Almería,,Camp Nou,,,,20:00,,Gol T / C+ Liga
Mallorca,2 - 2,,Sevilla,,Iberostar Estadi,,,,22:00,,laSexta / IB3 / TM / TV3 / TPA7
Sporting,1 - 0,,Osasuna,,El Molinón,,10 de abril,,17:00,,Taquilla 5
Hércules,0 - 0,,Espanyol,,José Rico Pérez,,,,,,Taquilla 6
Racing,1 - 1,,Levante,,El Sardinero,,,,,,Taquilla 7
Málaga,0 - 0,,Deportivo,,La Rosaleda,,,,,,Taquilla 8
At. Madrid,3 - 0,,Real Sociedad,,Vicente Calderón,,,,19:00,,Gol T / C+ Liga
Valencia,5 - 0,,Villarreal,,Mestalla,,,,21:00,,Canal+
Zaragoza,2 - 1,,Getafe,,La Romareda,,11 de abril,,21:00,,Gol T / Taquilla 8
Jornada 32,,,,,,,,,,,
Local,Resultado,,Visitante,,Estadio,,Fecha,,Hora,,Directo TV
Getafe,1 - 0,,Sevilla,,Coliseum Alfonso Pérez,,16 de abril,,18:00,,Gol T / C+ Liga
Málaga,3 - 0,,Mallorca,,La Rosaleda,,,,,,Taquilla 8
Almería,0 - 3,,Valencia,,Juegos Mediterráneos,,,,20:00,,Gol T / C+ Liga
Real Madrid,1 - 1,,Barcelona,,Santiago Bernabéu,,,,22:00,,laSexta / TM / TV3 / TPA7 / IB3
Real Sociedad,2 - 1,,Sporting,,Anoeta,,17 de abril,,17:00,,Taquilla 6
Levante,2 - 1,,Hércules,,Ciutat de València,,,,,,Taquilla 7
Deportivo,2 - 0,,Racing,,Riazor,,,,,,Taquilla 8
Osasuna,1 - 2,,Athletic,,Reyno de Navarra,,,,19:00,,Gol T / C+ Liga
Espanyol,2 - 2,,At. Madrid,,Cornellà-El Prat,,,,21:00,,Canal+
Villarreal,1 - 0,,Zaragoza,,El Madrigal,,18 de abril,,21:00,,Gol T / Taquilla 8
Jornada 33,,,,,,,,,,,
Local,Resultado,,Visitante,,Estadio,,Fecha,,Hora,,Directo TV
Valencia,3 - 6,,Real Madrid,,Mestalla,,23 de abril,,18:00,,Gol T / C+ Liga
Barcelona,2 - 0,,Osasuna,,Camp Nou,,,,20:00,,Gol T / C+ Liga
Athletic,2 - 1,,Real Sociedad,,San Mamés,,,,22:00,,laSexta / TM / TV3 / TPA7 / IB3
Mallorca,2 - 0,,Getafe,,Iberostar Estadi,,24 de abril,,17:00,,Taquilla 5
Sporting,1 - 0,,Espanyol,,El Molinón,,,,,,Taquilla 6
Hércules,1 - 0,,Deportivo,,José Rico Pérez,,,,,,Taquilla 7
Racing,1 - 2,,Málaga,,El Sardinero,,,,,,Taquilla 8
At. Madrid,4 - 1,,Levante,,Vicente Calderón,,,,19:00,,Gol T / C+ Liga
Sevilla,3 - 2,,Villarreal,,Ramón Sánchez Pizjuán,,,,21:00,,Canal+
Zaragoza,1 - 0,,Almería,,La Romareda,,25 de abril,,21:00,,Gol T / Taquilla 8
Jornada 34,,,,,,,,,,,
Local,Resultado,,Visitante,,Estadio,,Fecha,,Hora,,Directo TV
Real Madrid,2 - 3,,Zaragoza,,Santiago Bernabéu,,30 de abril,,18:00,,Gol T / C+ Liga
Real Sociedad,2 - 1,,Barcelona,,Anoeta,,,,20:00,,Gol T / C+ Liga
Deportivo,0 - 1,,At. Madrid,,Riazor,,,,22:00,,laSexta / TM / TV3 / TPA7 / IB3
Almería,0 - 1,,Sevilla,,Juegos Mediterráneos,,1 de mayo,,17:00,,Taquilla 5
Levante,0 - 0,,Sporting,,Ciutat de València,,,,,,Taquilla 6
Málaga,3 - 1,,Hércules,,La Rosaleda,,,,,,Taquilla 7
Racing,2 - 0,,Mallorca,,El Sardinero,,,,,,Taquilla 8
Villarreal,2 - 1,,Getafe,,El Madrigal,,,,19:00,,Gol T / C+ Liga
Osasuna,1 - 0,,Valencia,,Reyno de Navarra,,,,21:00,,Canal+
Espanyol,2 - 1,,Athletic,,Cornellà-El Prat,,2 de mayo,,21:00,,Gol T / Taquilla 8
Jornada 35,,,,,,,,,,,
Local,Resultado,,Visitante,,Estadio,,Fecha,,Hora,,Directo TV
Getafe,2 - 0,,Almería,,Coliseum Alfonso Pérez,,7 de mayo,,18:00,,Taquilla 5
Valencia,3 - 0,,Real Sociedad,,Mestalla,,,,,,Gol T / C+ Liga
Athletic,3 - 2,,Levante,,San Mamés,,,,,,Taquilla 6
Sporting,2 - 2,,Deportivo,,El Molinón,,,,,,Taquilla 7
Hércules,2 - 3,,Racing,,José Rico Pérez,,,,,,Taquilla 8
At. Madrid,0 - 3,,Málaga,,Vicente Calderón,,,,20:00,,Gol T / C+ Liga
Sevilla,2 - 6,,Real Madrid,,Ramón Sánchez Pizjuán,,,,22:00,,laSexta / TM / TPA7 / IB3 / TV3
Mallorca,0 - 0,,Villarreal,,Iberostar Estadi,,8 de mayo,,12:00,,Gol T / Taquilla 8
Barcelona,2 - 0,,Espanyol,,Camp Nou,,,,19:00,,Gol T / C+ Liga
Zaragoza,1 - 3,,Osasuna,,La Romareda,,,,21:00,,Canal+
Jornada 36,,,,,,,,,,,
Local,Resultado,,Visitante,,Estadio,,Fecha,,Hora,,Directo TV
Deportivo,2 - 1,,Athletic,,Riazor,,10 de mayo,,20:00,,Gol T / C+ Liga
Málaga,2 - 0,,Sporting,,La Rosaleda,,,,21:00,,Taquilla 7
Racing,2 - 1,,At. Madrid,,El Sardinero,,,,,,Taquilla 8
Real Madrid,4 - 0,,Getafe,,Santiago Bernabéu,,,,22:00,,Gol T / C+ Liga
Almería,0 - 0,,Villarreal,,Juegos Mediterráneos,,11 de mayo,,20:00,,Taquilla 6
Real Sociedad,2 - 1,,Zaragoza,,Anoeta,,,,,,Gol T / C+ Liga
Levante,1 - 1,,Barcelona,,Ciutat de València,,,,,,Canal+
Espanyol,2 - 2,,Valencia,,Cornellà-El Prat,,,,21:00,,Taquilla 7
Hércules,2 - 2,,Mallorca,,José Rico Pérez,,,,,,Taquilla 8
Osasuna,3 - 2,,Sevilla,,Reyno de Navarra,,,,22:00,,laSexta / TM / TPA7 / IB3
Jornada 37,,,,,,,,,,,
Local,Resultado,,Visitante,,Estadio,,Fecha,,Hora,,Directo TV
Almería,3 - 1,,Mallorca,,Juegos Mediterráneos,,15 de mayo,,21:00,,Taquilla 4
Villarreal,1 - 3,,Real Madrid,,El Madrigal,,,,,,Gol T / C+ Liga
Getafe,2 - 0,,Osasuna,,Coliseum Alfonso Pérez,,,,,,laSexta / TM / TPA7 / Esport3
Sevilla,3 - 1,,Real Sociedad,,Ramón Sánchez Pizjuán,,,,,,Taquilla 6
Zaragoza,1 - 0,,Espanyol,,La Romareda,,,,,,Taquilla 7
Valencia,0 - 0,,Levante,,Mestalla,,,,,,Multideporte 5
Barcelona,0 - 0,,Deportivo,,Camp Nou,,,,,,Canal+
Athletic,1 - 1,,Málaga,,San Mamés,,,,,,Taquilla 5
Sporting,2 - 1,,Racing,,El Molinón,,,,,,Taquilla 8
At. Madrid,2 - 1,,Hércules,,Vicente Calderón,,,,,,Multideporte 7
Jornada 38,,,,,,,,,,,
Local,Resultado,,Visitante,,Estadio,,Fecha,,Hora,,Directo TV
Málaga,1 - 3,,Barcelona,,La Rosaleda,,21 de mayo,,18:00,,Gol T / C+ Liga
Real Madrid,8 - 1,,Almería,,Santiago Bernabéu,,,,20:00,,Canal+
Hércules,0 - 0,,Sporting,,José Rico Pérez,,,,,,Gol T / C+ Liga
Osasuna,1 - 0,,Villarreal,,Reyno de Navarra,,,,22:00,,Taquilla 4
Real Sociedad,1 - 1,,Getafe,,Anoeta,,,,,,laSexta / TM / TPA7 / IB3 / TV3
Espanyol,2 - 3,,Sevilla,,Cornellà-El Prat,,,,,,Taquilla 5
Levante,1 - 2,,Zaragoza,,Ciutat de València,,,,,,Taquilla 6
Deportivo,0 - 2,,Valencia,,Riazor,,,,,,Gol T / C+ Liga
Racing,1 - 2,,Athletic,,El Sardinero,,,,,,Taquilla 8
Mallorca,3 - 4,,At. Madrid,,Iberostar Estadi,,,,,,Taquilla 7
