Jornada 1,,,,,,
Real Zaragoza,1 - 0,Girona,La Romareda,,,Esport3
Hércules,3 - 0,Sabadell,José Rico Pérez,,,TBA
Recreativo de Huelva,1 - 2,Eibar,Nuevo Colombino,,,TBA
Tenerife,2 - 1,Jaén,Heliodoro Rodríguez López,,18:00,Televisión Canaria
Ponferradina,0 - 1,Deportivo de La Coruña,El Toralín,,18:15,LaSexta
Alcorcón,0 - 0,Murcia,Santo Domingo,,21:00,Teledeporte
Jornada 16,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Eibar,0 - 1,Mallorca,Ipurua,30 de noviembre,18:00,ETB
Córdoba,1 - 2,Barcelona B,Nuevo Arcángel,,,Esport3
Deportivo de La Coruña,0 - 0,Lugo,Riazor,,18:15,LaSexta
Las Palmas,0 - 1,Real Zaragoza,Gran Canaria,,20:00,Televisión Canaria
Murcia,1 - 2,Hércules,Nueva Condomina,1 de diciembre,12:00,Canal+ 1
Girona,2 - 2,Tenerife,Montilivi,,17:00,Esport3 y TV Canaria
Real Sporting de Gijón,2 - 2,Alcorcón,El Molinón,,,Telecable
Sabadell,3 - 1,Mirandés,Nova Creu Alta,,,TBA
Alavés,2 - 2,Ponferradina,Mendizorroza,,,TBA
Jaén,0 - 1,Real Madrid Castilla,La Victoria,,18:15,LaSexta
Numancia de Soria,2 - 3,Recreativo de Huelva,Los Pajaritos,,21:00,Teledeporte
Jornada 17,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Real Madrid Castilla,3 - 2,Girona,Alfredo di Stéfano,4 de diciembre,20:00,Esport3
Lugo,1 - 2,Alcorcón,Anxo Carro,,,TVG
Tenerife,3 - 0,Las Palmas,Heliodoro Rodríguez López,,21:00,Canal+ 1
Recreativo de Huelva,1 - 1,Jaén,Nuevo Colombino,,,TBA
Hércules,0 - 1,Real Sporting de Gijón,Rico Pérez,7 de diciembre,18:00,Telecable
Barcelona B,2 - 0,Sabadell,Mini Estadi,,,Esport3
Deportivo de La Coruña,2 - 1,Alavés,Riazor,,18:15,LaSexta
Mallorca,0 - 0,Numancia de Soria,Iberostar Estadio,8 de diciembre,17:00,TBA
Mirandés,1 - 1,Murcia,Anduva,,,TBA
Real Zaragoza,2 - 1,Córdoba,La Romareda,,18:15,LaSexta
Ponferradina,2 - 1,Eibar,El Toralín,,21:00,Teledeporte
Jornada 18,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Alavés,2 - 1,Lugo,Mendizorroza,14 de diciembre,18:00,ETB y TVG
Sabadell,1 - 0,Real Zaragoza,Nova Creu Alta,,,Esport3
Alcorcón,0 - 2,Hércules,Santo Domingo,,18:15,LaSexta
Girona,1 - 1,Recreativo de Huelva,Municipal de Montilivi,,20:00,Esport3
Las Palmas,0 - 2,Real Madrid Castilla,Gran Canaria,,,Televisión Canaria
Numancia de Soria,2 - 0,Ponferradina,Los Pajaritos,,21:00,Teledeporte
Eibar,2 - 1,Deportivo de La Coruña,Ipurúa,15 de diciembre,12:00,Canal+ 1
Murcia,3 - 1,Barcelona B,Nueva Condomina,,17:00,Esport3
Real Sporting de Gijón,3 - 2,Mirandés,El Molinón,,,Telecable
Córdoba,1 - 0,Tenerife,Nuevo Arcángel,,18:00,Televisión Canaria
Jaén,2 - 1,Mallorca,La Victoria,,18:15,La Sexta
Jornada 19,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Lugo,1 - 3,Hércules,Anxo Carro,21 de diciembre,17:00,TBA
Alavés,0 - 2,Eibar,Mendizorroza,,18:00,ETB
Deportivo de La Coruña,3 - 3,Numancia de Soria,Riazor,,,TVG
Barcelona B,2 - 2,Real Sporting de Gijón,Mini Estadi,,,Esport3 y Telecable
Real Madrid Castilla,3 - 1,Córdoba,Alfredo Di Stéfano,,18:15,LaSexta
Tenerife,0 - 3,Sabadell,Heliodoro Rodríguez López,,20:00,Esport3 y TV Canaria
Recreativo de Huelva,1 - 3,Las Palmas,Nuevo Colombino,22 de diciembre,12:00,Canal+ 1
Mallorca,2 - 0,Girona,Iberostar Estadio,,17:00,TBA
Ponferradina,1 - 0,Jaén,El Toralín,,,TBA
Real Zaragoza,0 - 0,Murcia,La Romareda,,18:15,LaSexta
Mirandés,1 - 1,Alcorcón,Anduva,,21:00,Teledeporte
Jornada 20,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Lugo,0 - 0,Eibar,Anxo Carro,4 de enero,18:00,ETB y TVG
Numancia de Soria,0 - 2,Alavés,Los Pajaritos,,,TBA
Sabadell,3 - 2,Real Madrid Castilla,Nova Creu Alta,,,Esport3
Murcia,1 - 2,Tenerife,Nueva Condomina,,,Televisión Canaria
Hércules,1 - 0,Mirandés,José Rico Pérez,,,TBA
Córdoba,2 - 0,Recreativo de Huelva,Nuevo Arcángel,,18:15,LaSexta
Las Palmas,2 - 2,Mallorca,Gran Canaria,,20:00,Televisión Canaria
Real Sporting de Gijón,2 - 3,Real Zaragoza,Gran Canaria,5 de enero,12:00,Canal+ 1
Girona,1 - 1,Ponferradina,Municipal de Montilivi,,16:00,Esport3
Alcorcón,2 - 2,Barcelona B,Santo Domingo,,18:00,Teledeporte
Jaén,0 - 0,Deportivo de La Coruña,La Victoria,,18:15,LaSexta
Jornada 21,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Alavés,1 - 2,Jaén,Mendizorroza,11 de enero,18:00,ETB
Deportivo de La Coruña,0 - 0,Girona,Riazor,,,Esport3 y TVG
Real Madrid Castilla,2 - 2,Murcia,Alfredo di Stéfano,,18:15,LaSexta
Ponferradina,0 - 0,Las Palmas,El Toralín,,20:00,LaSexta
Mallorca,2 - 2,Córdoba,Iberostar Estadio,12 de enero,12:00,Canal+ 1
Eibar,1 - 2,Numancia de Soria,Ipurúa,,17:00,TBA
Recreativo de Huelva,1 - 2,Sabadell,Estadio Nuevo Colombino,,,TBA
Barcelona B,5 - 0,Hércules,Mini Estadi,,,Esport3
Tenerife,0 - 0,Real Sporting de Gijón,Heliodoro Rodríguez López,,18:00,TV Canaria y Telecable
Real Zaragoza,3 - 1,Alcorcón,La Romareda,,18:15,LaSexta
Mirandés,2 - 0,Lugo,Anduva,,21:00,Teledeporte
