Jornada 1,,,,,,
AD Alcorcón,1 - 0,Celta de Vigo,Santo Domingo,6 de marzo,12:00,Canal+
Córdoba CF,1 - 2,CD Numancia,Nuevo Arcángel,,17:00,
SD Huesca,1 - 1,Xerez CD,El Alcoraz,,,
Recreativo,4 - 0,Girona FC,Nuevo Colombino,,,
Real Betis,4 - 1,UD Las Palmas,Benito Villamarín,,,Gol T / C+ Liga
Valladolid,2 - 1,SD Ponferradina,José Zorrilla,,,
CD Tenerife,1 - 4,FC Barcelona B,Heliodoro Rodríguez López,7 de marzo,19:00,Gol T / C+ Liga
Jornada 29,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Elche CF,2 - 1,Córdoba CF,Martínez Valero,11 de marzo,21:00,Gol T / C+ Liga
Girona FC,0 - 1,Real Betis,Montilivi,12 de marzo,16:00,Marca TV
CD Numancia,1 - 1,CD Tenerife,Los Pajaritos,,18:00,TVC
FC Barcelona B,4 - 0,Nàstic,Mini Estadi,,,Esport3
FC Cartagena,2 - 0,SD Huesca,Cartagonova,,,7RM / ATV
Xerez CD,0 - 0,AD Alcorcón,Chapín,,,CS2 / LaOtra
Celta de Vigo,0 - 1,Villarreal B,Balaídos,,,tvG2 / C9 2 / ETB 1
UD Las Palmas,2 - 0,Valladolid,Gran Canaria,,,
SD Ponferradina,2 - 1,Albacete,El Toralín,,,CMT
Rayo Vallecano,1 - 1,Granada CF,Teresa Rivero,13 de marzo,12:00,Canal+
UD Salamanca,0 - 1,Recreativo,Helmántico,,17:00,Gol T / C+ Liga
Jornada 30,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Villarreal B,1 - 2,Xerez CD,Ciudad Deportiva,18 de marzo,21:00,Gol T / C+ Liga
Recreativo,1 - 1,Rayo Vallecano,Nuevo Colombino,19 de marzo,16:00,Marca TV
CD Tenerife,1 - 2,Córdoba CF,Heliodoro Rodríguez López,,18:00,
SD Huesca,1 - 1,FC Barcelona B,El Alcoraz,,,ATV / Esport3
AD Alcorcón,0 - 0,FC Cartagena,Santo Domingo,,,LaOtra / 7RM
Real Betis,1 - 0,UD Salamanca,Benito Villamarín,,,CS / C9 2 / tvG2 / ETB 1
Albacete,0 - 1,UD Las Palmas,Carlos Belmonte,,,CMT / TVC
SD Ponferradina,0 - 1,Elche CF,El Toralín,,,
Granada CF,1 - 1,Celta de Vigo,Nuevo Los Cármenes,20 de marzo,12:00,Canal+
Nàstic,1 - 0,CD Numancia,Nou Estadi,,17:00,
Valladolid,1 - 0,Girona FC,José Zorrilla,21 de marzo,21:00,Gol T / C+ Liga
Jornada 31,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Córdoba CF,1 - 0,Nàstic,Nuevo Arcángel,26 de marzo,18:00,CS2
CD Numancia,3 - 1,SD Huesca,Los Pajaritos,,,ATV
FC Cartagena,2 - 0,Villarreal B,Cartagonova,,,7RM / LaOtra / ETB 1
Girona FC,3 - 0,Albacete,Montilivi,,,Esport3 / CMT
UD Las Palmas,1 - 0,SD Ponferradina,Gran Canaria,,,TVC / tvG2
FC Barcelona B,2 - 0,AD Alcorcón,Mini Estadi,,20:00,Gol T
Celta de Vigo,0 - 3,Recreativo,Balaídos,,22:00,Marca TV
UD Salamanca,0 - 5,Valladolid,Helmántico,27 de marzo,12:00,Gol T / C+ Liga
Elche CF,1 - 0,CD Tenerife,Martínez Valero,,17:00,Gol T / C+ Liga
Xerez CD,1 - 1,Granada CF,Chapín,,19:00,Gol T
Rayo Vallecano,1 - 0,Real Betis,Teresa Rivero,,21:00,Canal+
Jornada 32,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
UD Las Palmas,2 - 1,Elche CF,Gran Canaria,1 de abril,21:00,Gol T / C+ Liga
Granada CF,2 - 1,FC Cartagena,Nuevo Los Cármenes,2 de abril,16:00,Marca TV
Nàstic,1 - 1,CD Tenerife,Nou Estadi,,18:00,TVC
SD Huesca,2 - 0,Córdoba CF,El Alcoraz,,,ATV
Villarreal B,2 - 3,FC Barcelona B,Ciudad Deportiva,,,C9 2 / Esport3 / tvG2
Recreativo,1 - 1,Xerez CD,Nuevo Colombino,,,CS2
Valladolid,2 - 2,Rayo Vallecano,José Zorrilla,,,LaOtra
Albacete,1 - 0,UD Salamanca,Carlos Belmonte,,,CMT / ETB 1
AD Alcorcón,3 - 1,CD Numancia,Santo Domingo,3 de abril,12:00,
Real Betis,1 - 1,Celta de Vigo,Benito Villamarín,,,Canal+
SD Ponferradina,1 - 1,Girona FC,El Toralín,,17:00,Gol T / C+ Liga
Jornada 33,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
FC Barcelona B,4 - 0,Granada CF,Mini Estadi,8 de abril,21:00,Gol T / C+ Liga
Celta de Vigo,1 - 2,Valladolid,Balaídos,9 de abril,16:00,Marca TV
Elche CF,1 - 0,Nàstic,Martínez Valero,,18:00,C9 2 / Esport3 / tvG2
CD Tenerife,0 - 1,SD Huesca,Heliodoro Rodríguez López,,,TVC / ATV
FC Cartagena,1 - 3,Recreativo,Cartagonova,,,7RM / CS2 / ETB 1
Rayo Vallecano,3 - 3,Albacete,Teresa Rivero,,,LaOtra / CMT
Xerez CD,2 - 3,Real Betis,Chapín,10 de abril,12:00,Canal+
Córdoba CF,1 - 4,AD Alcorcón,Nuevo Arcángel,,17:00,
CD Numancia,2 - 1,Villarreal B,Los Pajaritos,,,
UD Salamanca,2 - 2,SD Ponferradina,Helmántico,,,
Girona FC,1 - 1,UD Las Palmas,Montilivi,,,Gol T / C+ Liga
Jornada 34,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Recreativo,1 - 1,FC Barcelona B,Nuevo Colombino,15 de abril,21:00,Gol T / C+ Liga
Granada CF,2 - 0,CD Numancia,Nuevo Los Cármenes,16 de abril,16:00,Marca TV
SD Huesca,1 - 1,Nàstic,El Alcoraz,,18:00,ATV
Real Betis,5 - 0,FC Cartagena,Benito Villamarín,,,CS / 7RM / tvG2 / ETB 1
SD Ponferradina,0 - 1,Rayo Vallecano,El Toralín,,,LaOtra
UD Las Palmas,2 - 1,UD Salamanca,Gran Canaria,,,TVC
Girona FC,2 - 2,Elche CF,Montilivi,,,Esport3 / C9 2
AD Alcorcón,3 - 2,CD Tenerife,Santo Domingo,17 de abril,12:00,
Albacete,0 - 1,Celta de Vigo,Carlos Belmonte,,,Canal+
Villarreal B,0 - 3,Córdoba CF,Ciudad Deportiva,,17:00,
Valladolid,2 - 1,Xerez CD,José Zorrilla,,,Gol T / C+ Liga
Jornada 35,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
UD Salamanca,1 - 0,Girona FC,Helmántico,22 de abril,21:00,Gol T / C+ Liga
Rayo Vallecano,2 - 0,UD Las Palmas,Teresa Rivero,23 de abril,16:00,Marca TV
Elche CF,3 - 0,SD Huesca,Martínez Valero,,18:00,ATV
CD Tenerife,0 - 1,Villarreal B,Heliodoro Rodríguez López,,,TVC / C9 2
Córdoba CF,1 - 1,Granada CF,Nuevo Arcángel,,,CS2
CD Numancia,1 - 2,Recreativo,Los Pajaritos,,,
FC Cartagena,1 - 1,Valladolid,Cartagonova,,,7RM
Xerez CD,4 - 2,Albacete,Chapín,,,CMT
Celta de Vigo,1 - 1,SD Ponferradina,Balaídos,,,tvG2 / ETB 1 / LaOtra
FC Barcelona B,0 - 3,Real Betis,Mini Estadi,24 de abril,12:00,Canal+
Nàstic,2 - 0,AD Alcorcón,Nou Estadi,,17:00,Gol T / C+ Liga
Jornada 36,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Valladolid,2 - 1,FC Barcelona B,José Zorrilla,29 de abril,21:00,Gol T / C+ Liga
UD Salamanca,5 - 4,Elche CF,Helmántico,30 de abril,16:00,Marca TV
AD Alcorcón,0 - 1,SD Huesca,Santo Domingo,,18:00,LaOtra / ATV
Villarreal B,0 - 2,Nàstic,Ciudad Deportiva,,,C9 2 / Esport3
Recreativo,2 - 1,Córdoba CF,Nuevo Colombino,,,
Real Betis,4 - 1,CD Numancia,Benito Villamarín,,,CS / ETB 1
Albacete,1 - 2,FC Cartagena,Carlos Belmonte,,,CMT / 7RM
SD Ponferradina,1 - 2,Xerez CD,El Toralín,,,
UD Las Palmas,1 - 1,Celta de Vigo,Gran Canaria,,,TVC / tvG2
Girona FC,1 - 3,Rayo Vallecano,Montilivi,1 de mayo,12:00,Canal+
Granada CF,2 - 1,CD Tenerife,Nuevo Los Cármenes,,17:00,Gol T / C+ Liga
Jornada 37,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Elche CF,1 - 0,AD Alcorcón,Martínez Valero,6 de mayo,21:00,Gol T / C+ Liga
Celta de Vigo,0 - 4,Girona FC,Balaídos,7 de mayo,16:00,Marca TV
SD Huesca,3 - 0,Villarreal B,El Alcoraz,,18:00,ATV
CD Tenerife,1 - 0,Recreativo,Heliodoro Rodríguez López,,,TVC / CS2
CD Numancia,3 - 3,Valladolid,Los Pajaritos,,,
FC Barcelona B,2 - 1,Albacete,Mini Estadi,,,Esport3
FC Cartagena,1 - 1,SD Ponferradina,Cartagonova,,,7RM
Xerez CD,2 - 1,UD Las Palmas,Chapín,,,
Rayo Vallecano,1 - 2,UD Salamanca,Teresa Rivero,,,LaOtra / tvG2 / ETB 1
Córdoba CF,1 - 1,Real Betis,Nuevo Arcángel,8 de mayo,12:00,Canal+
Nàstic,0 - 3,Granada CF,Nou Estadi,,17:00,Gol T / C+ Liga
Jornada 38,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Recreativo,1 - 0,Nàstic,Nuevo Colombino,11 de mayo,21:00,
Valladolid,5 - 1,Córdoba CF,José Zorrilla,,,Marca TV
Albacete,1 - 2,CD Numancia,Carlos Belmonte,,,
SD Ponferradina,2 - 2,FC Barcelona B,El Toralín,,,
Real Betis,3 - 1,CD Tenerife,Benito Villamarín,,22:00,Canal+
Villarreal B,1 - 4,AD Alcorcón,Ciudad Deportiva,12 de mayo,20:00,Gol T / C+ Liga
Granada CF,2 - 0,SD Huesca,Nuevo Los Cármenes,,,CS2
Girona FC,4 - 2,Xerez CD,Montilivi,,,Esport3
UD Las Palmas,2 - 0,FC Cartagena,Gran Canaria,,21:30,TVC / 7RM
UD Salamanca,1 - 1,Celta de Vigo,Helmántico,,22:00,Gol T / C+ Liga
Rayo Vallecano,1 - 2,Elche CF,Teresa Rivero,,,LaOtra / C9 2 / tvG2
Jornada 39,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
CD Tenerife,3 - 2,Valladolid,Heliodoro Rodríguez López,14 de mayo,18:00,
Córdoba CF,5 - 1,Albacete,Nuevo Arcángel,,,CS2 / tvG2 / LaOtra / TVC / ETB 1 / Esport3
CD Numancia,3 - 0,SD Ponferradina,Los Pajaritos,,,
Nàstic,3 - 1,Real Betis,Nou Estadi,15 de mayo,12:00,Canal+
AD Alcorcón,2 - 0,Granada CF,Santo Domingo,,17:00,Gol T / C+ Liga
SD Huesca,1 - 1,Recreativo,El Alcoraz,,,
FC Barcelona B,3 - 5,UD Las Palmas,Mini Estadi,,,
FC Cartagena,1 - 0,Girona FC,Cartagonova,,,
Xerez CD,2 - 0,UD Salamanca,Chapín,,,
Celta de Vigo,0 - 0,Rayo Vallecano,Balaídos,,19:00,Marca TV
Elche CF,0 - 0,Villarreal B,Martínez Valero,16 de mayo,21:00,Gol T / C+ Liga
Jornada 40,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Granada CF,3 - 0,Villarreal B,Nuevo Los Cármenes,20 de mayo,21:00,Gol T / C+ Liga
Valladolid,1 - 0,Nàstic,José Zorrilla,21 de mayo,16:00,Marca TV
Recreativo,0 - 0,AD Alcorcón,Nuevo Colombino,,18:00,LaOtra
Real Betis,3 - 1,SD Huesca,Benito Villamarín,,,CS / ATV
Albacete,1 - 2,CD Tenerife,Carlos Belmonte,,,TVC
SD Ponferradina,3 - 0,Córdoba CF,El Toralín,,,
UD Las Palmas,0 - 0,CD Numancia,Gran Canaria,,,
Girona FC,0 - 2,FC Barcelona B,Montilivi,,,Esport3
UD Salamanca,2 - 0,FC Cartagena,Helmántico,,,
Celta de Vigo,2 - 2,Elche CF,Balaídos,,,tvG2 / C9 2 / ETB 1
Rayo Vallecano,3 - 0,Xerez CD,Teresa Rivero,22 de mayo,12:00,Canal+
Jornada 41,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
CD Tenerife,1 - 1,SD Ponferradina,Heliodoro Rodríguez López,28 de mayo,18:00,
Villarreal B,2 - 0,Recreativo,Ciudad Deportiva,29 de mayo,19:00,Gol T / C+ Liga
Nàstic,2 - 1,Albacete,Nou Estadi,,,Esport3
Córdoba CF,2 - 0,UD Las Palmas,Nuevo Arcángel,,,TVC
CD Numancia,4 - 0,Girona FC,Los Pajaritos,,,
FC Barcelona B,5 - 1,UD Salamanca,Mini Estadi,,,Marca TV
Granada CF,3 - 3,Elche CF,Nuevo Los Cármenes,,21:00,Canal+
AD Alcorcón,3 - 3,Real Betis,Santo Domingo,,,Gol T / C+ Liga
SD Huesca,1 - 0,Valladolid,El Alcoraz,,,
FC Cartagena,2 - 4,Rayo Vallecano,Cartagonova,,,
Xerez CD,2 - 1,Celta de Vigo,Chapín,,,CS2 / tvG2 / C9 2 / LaOtra
Jornada 42,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Real Betis,2 - 1,Villarreal B,Benito Villamarín,4 de junio,18:00,Gol T / C+ Liga
Albacete,3 - 1,SD Huesca,Carlos Belmonte,,,ATV
SD Ponferradina,1 - 1,Nàstic,El Toralín,,,
UD Las Palmas,1 - 0,CD Tenerife,Gran Canaria,,,TVC
Girona FC,2 - 1,Córdoba CF,Montilivi,,,
UD Salamanca,2 - 2,CD Numancia,Helmántico,,,
Rayo Vallecano,2 - 3,FC Barcelona B,Teresa Rivero,,,LaOtra / Esport3
Recreativo,0 - 0,Granada CF,Nuevo Colombino,,20:00,CS2 / C9 2
Valladolid,2 - 0,AD Alcorcón,José Zorrilla,,,Gol T / C+ Liga
Celta de Vigo,3 - 0,FC Cartagena,Balaídos,,,tvG2 / 7RM / ETB 1
Elche CF,4 - 1,Xerez CD,Martínez Valero,,,Canal+
