CORDOBA C.F.,3 - 2 ,C.D. GUADALAJARA
GIRONA F.C.,0 - 0 ,A.D. ALCORCON
REAL MURCIA C.F. SAD,1 - 0 ,C.E. SABADELL F.C..
R.C. CELTA DE VIGO,4 - 1 ,F.C. BARCELONA B
ELCHE C.F.,0 - 3 ,HERCULES C.F.
U.D. ALMERIA,2 - 0 ,R.C. DEPORTIVO DE LA CORUÑA
REAL VALLADOLID C.F.,2 - 1 ,F.C. CARTAGENA
C.D. NUMANCIA DE SORIA,0 - 1 ,VILLARREAL C.F. B
U.D. LAS PALMAS,1 - 3 ,S.D. HUESCA
XEREZ C.D. S.A.D.,3 - 1 ,R.C.RVO. DE HUELVA
Jornada 37 (Fecha: 06/05/2012),,
Local,Marcador,Visitante
R.C.RVO. DE HUELVA,2 - 2 ,GIMNASTIC DE TARRAGONA
C.D. ALCOYANO,3 - 3 ,CORDOBA C.F.
C.D. GUADALAJARA,1 - 4 ,GIRONA F.C.
A.D. ALCORCON,3 - 0 ,REAL MURCIA C.F. SAD
C.E. SABADELL F.C..,1 - 2 ,R.C. CELTA DE VIGO
F.C. BARCELONA B,0 - 1 ,ELCHE C.F.
HERCULES C.F.,0 - 0 ,U.D. ALMERIA
R.C. DEPORTIVO DE LA CORUÑA,1 - 1 ,REAL VALLADOLID C.F.
F.C. CARTAGENA,2 - 1 ,C.D. NUMANCIA DE SORIA
VILLARREAL C.F. B,1 - 4 ,U.D. LAS PALMAS
S.D. HUESCA,2 - 1 ,XEREZ C.D. S.A.D.
Jornada 38 (Fecha: 13/05/2012),,
Local,Marcador,Visitante
CORDOBA C.F.,4 - 2 ,GIMNASTIC DE TARRAGONA
GIRONA F.C.,5 - 1 ,C.D. ALCOYANO
REAL MURCIA C.F. SAD,2 - 2 ,C.D. GUADALAJARA
R.C. CELTA DE VIGO,3 - 0 ,A.D. ALCORCON
ELCHE C.F.,1 - 1 ,C.E. SABADELL F.C..
U.D. ALMERIA,1 - 2 ,F.C. BARCELONA B
REAL VALLADOLID C.F.,1 - 1 ,HERCULES C.F.
C.D. NUMANCIA DE SORIA,0 - 3 ,R.C. DEPORTIVO DE LA CORUÑA
U.D. LAS PALMAS,1 - 2 ,F.C. CARTAGENA
XEREZ C.D. S.A.D.,0 - 1 ,VILLARREAL C.F. B
S.D. HUESCA,0 - 2 ,R.C.RVO. DE HUELVA
Jornada 39 (Fecha: 16/05/2012),,
Local,Marcador,Visitante
R.C.RVO. DE HUELVA,0 - 1 ,CORDOBA C.F.
GIMNASTIC DE TARRAGONA,1 - 1 ,GIRONA F.C.
C.D. ALCOYANO,1 - 3 ,REAL MURCIA C.F. SAD
C.D. GUADALAJARA,0 - 3 ,R.C. CELTA DE VIGO
A.D. ALCORCON,3 - 1 ,ELCHE C.F.
C.E. SABADELL F.C..,2 - 1 ,U.D. ALMERIA
F.C. BARCELONA B,1 - 2 ,REAL VALLADOLID C.F.
HERCULES C.F.,1 - 3 ,C.D. NUMANCIA DE SORIA
R.C. DEPORTIVO DE LA CORUÑA,3 - 1 ,U.D. LAS PALMAS
F.C. CARTAGENA,0 - 0 ,XEREZ C.D. S.A.D.
VILLARREAL C.F. B,4 - 2 ,S.D. HUESCA
Jornada 40 (Fecha: 20/05/2012),,
Local,Marcador,Visitante
GIRONA F.C.,3 - 1 ,CORDOBA C.F.
REAL MURCIA C.F. SAD,2 - 2 ,GIMNASTIC DE TARRAGONA
R.C. CELTA DE VIGO,4 - 0 ,C.D. ALCOYANO
ELCHE C.F.,2 - 3 ,C.D. GUADALAJARA
U.D. ALMERIA,2 - 0 ,A.D. ALCORCON
REAL VALLADOLID C.F.,2 - 0 ,C.E. SABADELL F.C..
C.D. NUMANCIA DE SORIA,3 - 0 ,F.C. BARCELONA B
U.D. LAS PALMAS,2 - 0 ,HERCULES C.F.
XEREZ C.D. S.A.D.,3 - 2 ,R.C. DEPORTIVO DE LA CORUÑA
S.D. HUESCA,1 - 0 ,F.C. CARTAGENA
VILLARREAL C.F. B,2 - 0 ,R.C.RVO. DE HUELVA
Jornada 41 (Fecha: 27/05/2012),,
Local,Marcador,Visitante
GIRONA F.C.,0 - 0 ,R.C.RVO. DE HUELVA
CORDOBA C.F.,2 - 1 ,REAL MURCIA C.F. SAD
GIMNASTIC DE TARRAGONA,1 - 2 ,R.C. CELTA DE VIGO
C.D. ALCOYANO,4 - 0 ,ELCHE C.F.
C.D. GUADALAJARA,0 - 1 ,U.D. ALMERIA
A.D. ALCORCON,2 - 2 ,REAL VALLADOLID C.F.
C.E. SABADELL F.C..,1 - 3 ,C.D. NUMANCIA DE SORIA
F.C. BARCELONA B,2 - 0 ,U.D. LAS PALMAS
HERCULES C.F.,2 - 2 ,XEREZ C.D. S.A.D.
R.C. DEPORTIVO DE LA CORUÑA,2 - 1 ,S.D. HUESCA
F.C. CARTAGENA,6 - 2 ,VILLARREAL C.F. B
Jornada 42 (Fecha: 03/06/2012),,
Local,Marcador,Visitante
REAL MURCIA C.F. SAD,1 - 2 ,GIRONA F.C.
R.C. CELTA DE VIGO,0 - 0 ,CORDOBA C.F.
ELCHE C.F.,1 - 0 ,GIMNASTIC DE TARRAGONA
U.D. ALMERIA,1 - 0 ,C.D. ALCOYANO
REAL VALLADOLID C.F.,1 - 3 ,C.D. GUADALAJARA
C.D. NUMANCIA DE SORIA,0 - 1 ,A.D. ALCORCON
U.D. LAS PALMAS,3 - 2 ,C.E. SABADELL F.C..
XEREZ C.D. S.A.D.,0 - 6 ,F.C. BARCELONA B
S.D. HUESCA,1 - 2 ,HERCULES C.F.
VILLARREAL C.F. B,0 - 1 ,R.C. DEPORTIVO DE LA CORUÑA
R.C.RVO. DE HUELVA,1 - 2 ,F.C. CARTAGENA
