Jornada 1,,,,,,
Lugo,2 - 1,Real Murcia,Anxo Carro,,,—
Xerez,1 - 1,Real Racing Club de Santander,Chapín,,,—
Villarreal,1 - 1,Huesca,El Madrigal,,21:00,Marca TV
Elche,4 - 0,Numancia de Soria,Manuel Martínez Valero,14 de octubre,12:00,Marca TV
Sabadell,1 - 2,Hércules,Nova Creu Alta,,17:00,Esport3
Girona,5 - 2,Recreativo de Huelva,Montilivi,,19:00,Esport3
Almería,3 - 0,Córdoba,Juegos Mediterráneos,,20:30,Canal+ 1 y Canal+ 1 HD
Real Madrid Castilla,3 - 2,U. D. Las Palmas,Alfredo Di Stéfano,15 de octubre,21:00,Marca TV
Jornada 10,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Córdoba,1 - 0,Real Madrid Castilla,Nuevo Arcángel,20 de octubre,16:00,Marca TV
Ponferradina,0 - 1,Xerez,El Toralín,,18:00,—
Hércules,0 - 0,Guadalajara,José Rico Pérez,,,—
Real Sporting de Gijón,2 - 1,Almería,El Molinón,,,—
Mirandés,1 - 1,Girona,Anduva,,,—
Numancia de Soria,0 - 1,Alcorcón,Los Pajaritos,,,—
Real Racing Club de Santander,0 - 0,Lugo,El Sardinero,21 de octubre,12:00,Marca TV
Recreativo de Huelva,2 - 0,Villarreal,Nuevo Colombino,,18:00,Marca TV
U. D. Las Palmas,1 - 0,Sabadell,Gran Canaria,,19:00,—
Real Murcia,1 - 0,Elche,Nueva Condomina,,20:30,Canal+ 1 y Canal+ 1 HD
Huesca,1 - 4,Barcelona B,El Alcoraz,31 de octubre55,20:00,Esport3
Jornada 11,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Barcelona B,2 - 3,Recreativo de Huelva,Mini Estadi,26 de octubre,21:00,Esport3
Almería,1 - 0,Huesca,Juegos Mediterráneos,27 de octubre,16:00,Marca TV
Guadalajara,2 - 3,U. D. Las Palmas,Pedro Escartín,,18:00,—
Sabadell,1 - 1,Córdoba,Nova Creu Alta,,,Esport3
Villarreal,2 - 0,Mirandés,El Madrigal,,,Marca TV
Real Madrid Castilla,2 - 4,Real Sporting de Gijón,Alfredo Di Stéfano,28 de octubre,12:00,Canal+ 1 y Canal+ 1 HD
Ponferradina,1 - 0,Hércules,El Toralín,,18:00,—
Girona,3 - 1,Numancia de Soria,Montilivi,,,—
Alcorcón,1 - 0,Real Murcia,Santo Domingo,,,—
Elche,1 - 0,Real Racing Club de Santander,Manuel Martínez Valero,,,Marca TV
Xerez,1 - 0,Lugo,Chapín,,,—
Jornada 12,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Mirandés,3 - 0,Barcelona B,Anduva,3 de noviembre,16:00,Esport3
Numancia de Soria,1 - 1,Villarreal,Los Pajaritos,,,Marca TV
Real Murcia,0 - 1,Girona,Nueva Condomina,,18:00,—
Real Racing Club de Santander,2 - 1,Alcorcón,El Sardinero,,,—
Hércules,1 - 5,Xerez,José Rico Pérez,4 de noviembre,12:00,—
Córdoba,1 - 0,Guadalajara,Nuevo Arcángel,,,—
Huesca,2 - 2,Real Madrid Castilla,El Alcoraz,,,Marca TV
Lugo,1 - 0,Elche,Anxo Carro,,18:00,Marca TV
U. D. Las Palmas,1 - 0,Ponferradina,Gran Canaria,,,Televisión Canaria
Real Sporting de Gijón,0 - 0,Sabadell,El Molinón,,20:00,Marca TV
Recreativo de Huelva,0 - 2,Almería,Nuevo Colombino,,20:30,Canal+ 1 y Canal+ 1 HD
Jornada 13,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Girona,1 - 0,Real Racing Club de Santander,Montilivi,10 de noviembre,16:00,Esport3
Guadalajara,2 - 1,Real Sporting de Gijón,Pedro Escartín,,18:00,—
Barcelona B,3 - 3,Numancia de Soria,Mini Estadi,,,Esport3
Sabadell,1 - 0,Huesca,Nova Creu Alta,,20:00,Esport3
Xerez,0 - 0,Elche,Chapín,,21:30,Marca TV
Hércules,0 - 2,U. D. Las Palmas,José Rico Pérez,11 de noviembre,12:00,Televisión Canaria
Villarreal,1 - 1,Real Murcia,El Madrigal,,,Canal+ 1 y Canal+ 1 HD
Ponferradina,3 - 5,Córdoba,El Toralín,,16:00,—
Almería,0 - 0,Mirandés,Juegos Mediterráneos,,,Marca TV
Alcorcón,2 - 1,Lugo,Santo Domingo,,,—
Real Madrid Castilla,0 - 1,Recreativo de Huelva,Alfredo Di Stéfano,12 de noviembre,21:00,Marca TV
Jornada 14,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Real Sporting de Gijón,2 - 3,Ponferradina,El Molinón,16 de noviembre,21:00,Marca TV
Real Racing Club de Santander,0 - 3,Villarreal,El Sardinero,17 de noviembre,16:00,Marca TV
Real Murcia,1 - 0,Barcelona B,Nueva Condomina,,18:00,Esport3
Lugo,1 - 2,Girona,Anxo Carro,,,—
U. D. Las Palmas,1 - 1,Xerez,Gran Canaria,,19:00,Televisión Canaria
Córdoba,1 - 2,Hércules,Nuevo Arcángel,18 de noviembre,12:00,—
Recreativo de Huelva,2 - 5,Sabadell,Nuevo Colombino,,,—
Elche,1 - 0,Alcorcón,Manuel Martínez Valero,,,Canal+ 1 y Canal+ 1 HD
Huesca,2 - 1,Guadalajara,El Alcoraz,,16:00,—
Mirandés,0 - 0,Real Madrid Castilla,Anduva,,18:00,—
Numancia de Soria,0 - 0,Almería,Los Pajaritos,,,Marca TV
Jornada 15,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
U. D. Las Palmas,3 - 0,Córdoba,Gran Canaria,24 de noviembre,18:00,Televisión Canaria
Hércules,1 - 1,Real Sporting de Gijón,José Rico Pérez,,,—
Guadalajara,1 - 0,Recreativo de Huelva,Pedro Escartín,,,—
Girona,0 - 1,Elche,Montilivi,,,Esport3
Sabadell,1 - 1,Mirandés,Nova Creu Alta,,20:00,Esport3
Villarreal,1 - 1,Lugo,El Madrigal,,,Marca TV
Barcelona B,4 - 1,Real Racing Club de Santander,Mini Estadi,25 de noviembre,12:00,Canal+ 1 y Canal+ 1 HD
Ponferradina,2 - 1,Huesca,El Toralín,,17:00,—
Almería,3 - 2,Real Murcia,Juegos Mediterráneos,,,Marca TV
Xerez,2 - 4,Alcorcón,Chapín,,,—
Real Madrid Castilla,2 - 4,Numancia de Soria,Alfredo Di Stéfano,,19:00,Marca TV
Jornada 16,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Real Murcia,0 - 0,Real Madrid Castilla,Nueva Condomina,30 de noviembre,21:00,Marca TV
Córdoba,0 - 0,Xerez,Nuevo Arcángel,1 de diciembre,18:00,Marca TV
Real Sporting de Gijón,1 - 1,U. D. Las Palmas,El Molinón,,,Televisión Canaria y +Q tele
Lugo,1 - 2,Barcelona B,Anxo Carro,,,Esport3
Recreativo de Huelva,0 - 2,Ponferradina,Nuevo Colombino,2 de diciembre,12:00,—
Real Racing Club de Santander,3 - 4,Almería,El Sardinero,,,Marca TV
Huesca,1 - 1,Hércules,El Alcoraz,,17:00,—
Mirandés,0 - 0,Guadalajara,Anduva,,,—
Numancia de Soria,2 - 1,Sabadell,Los Pajaritos,,,—
Alcorcón,4 - 1,Girona,Santo Domingo,,,Esport3
Elche,1 - 0,Villarreal,Manuel Martínez Valero,,20:30,Canal+ 1 y Canal+ 1 HD
Jornada 17,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
U. D. Las Palmas,4 - 0,Huesca,Gran Canaria,8 de diciembre,18:00,Televisión Canaria
Guadalajara,5 - 1,Numancia de Soria,Pedro Escartín,,,—
Almería,0 - 1,Lugo,Juegos Mediterráneos,,,Marca TV
Barcelona B,1 - 1,Elche,Mini Estadi,,,Esport3
Sabadell,2 - 2,Real Murcia,Nova Creu Alta,,20:00,Esport3
Córdoba,1 - 1,Real Sporting de Gijón,Nuevo Arcángel,9 de diciembre,12:00,Canal+ 1 y Canal+ 1 HD
Hércules,1 - 1,Recreativo de Huelva,José Rico Pérez,,,—
Ponferradina,3 - 1,Mirandés,El Toralín,,17:00,—
Villarreal,4 - 0,Alcorcón,El Madrigal,,,Marca TV
Xerez,0 - 2,Girona,Chapín,,,—
Real Madrid Castilla,4 - 0,Real Racing Club de Santander,Alfredo Di Stéfano,,19:00,Marca TV
Jornada 18,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Lugo,3 - 2,Real Madrid Castilla,Anxo Carro,14 de diciembre,21:00,Marca TV
Huesca,1 - 3,Córdoba,El Alcoraz,15 de diciembre,18:00,Marca TV
Alcorcón,1 - 1,Barcelona B,Santo Domingo,,,Esport3
Real Murcia,0 - 1,Guadalajara,Nueva Condomina,,20:00,Marca TV
Girona,2 - 0,Villarreal,Montilivi,,,Esport3
Real Racing Club de Santander,0 - 1,Sabadell,El Sardinero,16 de diciembre,12:00,—
Elche,1 - 0,Almería,Manuel Martínez Valero,,,Canal+ 1 y Canal+ 1 HD
Real Sporting de Gijón,3 - 0,Xerez,El Molinón,,17:00,+Q tele
Recreativo de Huelva,0 - 0,U. D. Las Palmas,Nuevo Colombino,,,Televisión Canaria
Mirandés,3 - 2,Hércules,Anduva,,,—
Numancia de Soria,0 - 1,Ponferradina,Los Pajaritos,,,—
Jornada 19,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Xerez,0 - 0,Villarreal,Chapín,20 de diciembre,20:00,Marca TV
Real Madrid Castilla,0 - 1,Elche,Alfredo Di Stéfano,21 de diciembre,20:00,Marca TV
Almería,0 - 1,Alcorcón,Juegos Mediterráneos,,22:00,Marca TV
Córdoba,0 - 2,Recreativo de Huelva,Nuevo Arcángel,22 de diciembre,16:00,Marca TV
Barcelona B,4 - 4,Girona,Mini Estadi,,,Canal+ 1 y Canal+ 1 HD
Real Sporting de Gijón,1 - 0,Huesca,El Molinón,,18:00,+Q tele
U. D. Las Palmas,2 - 0,Mirandés,Gran Canaria,,,Televisión Canaria
Hércules,1 - 3,Numancia de Soria,José Rico Pérez,,,—
Ponferradina,1 - 0,Real Murcia,El Toralín,,,—
Guadalajara,1 - 1,Real Racing Club de Santander,Pedro Escartín,,,—
Sabadell,0 - 1,Lugo,Nova Creu Alta,,,Esport3
Jornada 20,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Recreativo de Huelva,1 - 1,Real Sporting de Gijón,Nuevo Colombino,5 de enero,18:00,+Q tele
Real Racing Club de Santander,2 - 1,Ponferradina,El Sardinero,,,Marca TV
Villarreal,1 - 3,Barcelona B,El Madrigal,,,Esport3
Alcorcón,3 - 2,Real Madrid Castilla,Santo Domingo,,20:00,Marca TV
Girona,0 - 1,Almería,Montilivi,6 de enero,12:00,Canal+ 1 y Canal+ 1 HD
Real Murcia,2 - 1,Hércules,Nueva Condomina,,,Marca TV
Xerez,1 - 1,Huesca,Chapín,,17:00,—
Mirandés,0 - 0,Córdoba,Anduva,,,—
Numancia de Soria,3 - 0,U. D. Las Palmas,Los Pajaritos,,,Televisión Canaria
Lugo,0 - 0,Guadalajara,Anxo Carro,,,—
Elche,3 - 2,Sabadell,Manuel Martínez Valero,,,—
Jornada 21,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Guadalajara,0 - 0,Elche,Pedro Escartín,12 de enero,18:00,Marca TV
Barcelona B,4 - 2,Xerez,Mini Estadi,,,Esport3
Almería,1 - 1,Villarreal,Juegos Mediterráneos,,20:00,Canal+ 1 y Canal+ 1 HD
Real Sporting de Gijón,1 - 1,Mirandés,El Molinón,13 de enero,12:00,+Q tele
Real Madrid Castilla,0 - 0,Girona,Alfredo Di Stéfano,,,Marca TV
Hércules,2 - 0,Real Racing Club de Santander,José Rico Pérez,,,—
Huesca,3 - 1,Recreativo de Huelva,El Alcoraz,,17:00,—
Ponferradina,0 - 1,Lugo,El Toralín,,,—
Sabadell,2 - 0,Alcorcón,Nova Creu Alta,,,Esport3
Córdoba,1 - 0,Numancia de Soria,Nuevo Arcángel,,19:00,Marca TV
U. D. Las Palmas,3 - 2,Real Murcia,Gran Canaria,,,Televisión Canaria
Jornada 22,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Sabadell,4 - 1,Girona,Nova Creu Alta,19 de enero,18:00,Esport3
Guadalajara,3 - 0,Alcorcón,Pedro Escartín,,,—
U. D. Las Palmas,1 - 0,Real Racing Club de Santander,Gran Canaria,,,Televisión Canaria
Real Madrid Castilla,5 - 0,Villarreal,Alfredo Di Stéfano,,20:00,Marca TV
Hércules,3 - 0,Lugo,José Rico Pérez,20 de enero,12:00,—
Córdoba,5 - 0,Real Murcia,Nuevo Arcángel,,,—
Real Sporting de Gijón,1 - 1,Numancia de Soria,El Molinón,,,Canal+ 1 y Canal+ 1 HD
Recreativo de Huelva,2 - 0,Xerez,Nuevo Colombino,,,—
Almería,2 - 2,Barcelona B,Juegos Mediterráneos,,17:00,Marca TV
Huesca,0 - 1,Mirandés,El Alcoraz,,,—
Ponferradina,1 - 1,Elche,El Toralín,,19:00,Marca TV
Jornada 23,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Villarreal,3 - 0,Sabadell,El Madrigal,25 de enero,21:00,Esport3
Girona,2 - 0,Guadalajara,Montilivi,26 de enero,16:00,Esport3
Lugo,3 - 1,U. D. Las Palmas,Anxo Carro,,18:00,Televisión Canaria
Real Racing Club de Santander,1 - 3,Córdoba,El Sardinero,,,Marca TV
Real Murcia,1 - 1,Real Sporting de Gijón,Nueva Condomina,,,—
Elche,2 - 0,Hércules,Manuel Martínez Valero,,20:00,Marca TV
Xerez,0 - 2,Almería,Chapín,27 de enero,17:00,Marca TV
Barcelona B,3 - 1,Real Madrid Castilla,Mini Estadi,,,Canal+ 1 y Canal+ 1 HD
Alcorcón,1 - 0,Ponferradina,Santo Domingo,,,—
Numancia de Soria,1 - 2,Huesca,Los Pajaritos,,,—
Mirandés,2 - 1,Recreativo de Huelva,Anduva,,,—
Jornada 24,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
U. D. Las Palmas,0 - 0,Elche,Gran Canaria,2 de febrero,18:00,Televisión Canaria
Real Sporting de Gijón,1 - 2,Racing de Santander,El Molinón,,,Telecable
Guadalajara,0 - 0,Villarreal,Pedro Escartín,,,—
Sabadell,3 - 2,Barcelona B,Nova Creu Alta,,,Esport3
Hércules,3 - 0,Alcorcón,Rico Pérez,,20:00,Marca TV
Ponferradina,2 - 0,Girona,El Toralín,3 de febrero,12:00,Canal+ 1 y Canal+ 1 HD
Recreativo de Huelva,2 - 0,Numancia de Soria,Nuevo Colombino,,,—
Córdoba,1 - 0,Lugo,Nuevo Arcángel,,17:00,Marca TV
Mirandés,1 - 0,Xerez,Anduva,,,—
Huesca,2 - 0,Real Murcia,El Alcoraz,,,—
Real Madrid Castilla,2 - 1,Almería,Alfredo Di Stéfano,4 de febrero,21:00,Marca TV
Jornada 25,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Almería,5 - 1,Sabadell,Juegos Mediterráneos,8 de febrero,21:00,Marca TV
Barcelona B,0 - 1,Guadalajara,Mini Estadi,9 de febrero,16:00,Esport3
Real Murcia,1 - 2,Recreativo de Huelva,Nueva Condomina,,18:00,—
Villarreal,3 - 0,Ponferradina,El Madrigal,,,—
Xerez,0 - 1,Real Madrid Castilla,Chapín,,,Marca TV
Girona,1 - 1,Hércules,Montilivi,,,Esport3
Real Racing Club de Santander,1 - 0,Huesca,El Sardinero,,,—
Lugo,1 - 2,Real Sporting de Gijón,Anxo Carro,,,—
Elche,0 - 0,Córdoba,Manuel Martínez Valero,,20:00,Marca TV
Numancia,0 - 0,Mirandés,Los Pajaritos,10 de febrero,17:00,—
Alcorcón,3 - 1,U. D. Las Palmas,Santo Domingo,,20:30,Canal+ 1 y Canal+ 1 HD
Jornada 26,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Ponferradina,3 - 2,Barcelona B,El Toralín,16 de febrero,18:00,Esport3
Guadalajara,2 - 2,Almería,Pedro Escartín,,,Marca TV
Sabadell,3 - 1,Real Madrid Castilla,Nova Creu Alta,,20:00,Esport3
Real Sporting de Gijón,0 - 2,Elche,El Molinón,17 de febrero,12:00,Canal+ 1 y Canal+ 1 HD
Recreativo de Huelva,1 - 0,Real Racing Club de Santander,Nuevo Colombino,,,—
Huesca,3 - 0,Lugo,El Alcoraz,,17:00,—
Numancia,3 - 0,Xerez,Nuevo Estadio Los Pajaritos,,,—
U. D. Las Palmas,5 - 2,Girona,Gran Canaria,,,Esport3
Córdoba,1 - 1,Alcorcón,Nuevo Arcángel,,,Marca TV
Mirandés,0 - 1,Real Murcia,Anduva,,,—
Hércules,1 - 1,Villarreal,José Rico Pérez,,21:00,Marca TV
Jornada 27,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Alcorcón,0 - 1,Real Sporting de Gijón,Santo Domingo,23 de febrero,18:00,Telecable
Lugo,2 - 0,Recreativo de Huelva,Anxo Carro,,,TVG
Real Murcia,0 - 0,Numancia,Nueva Condomina,,,—
Barcelona B,1 - 0,Hércules,Mini Estadi,,20:00,Esport3
Real Racing Club de Santander,2 - 0,Mirandés,El Sardinero,,21:00,Teledeporte
Real Madrid Castilla,2 - 1,Guadalajara,Alfredo di Stefano,24 de febrero,12:00,Marca TV
Almería,4 - 1,Ponferradina,Juegos Mediterráneos,,17:00,Marca TV
Girona,2 - 0,Córdoba,Montilivi,,,Esport3
Elche,3 - 1,Huesca,Manuel Martínez Valero,,19:00,Marca TV
Villarreal,1 - 1,U. D. Las Palmas,El Madrigal,,20:00,Canal+ 1 y Canal+ 1 HD
Xerez,0 - 1,Sabadell,Chapín,,21:00,Teledeporte
Jornada 28,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
U. D. Las Palmas,3 - 3,"Barcelona ""B""",Gran Canaria,2 de marzo,20:00,Esport3
Recreativo de Huelva,1 - 2,Elche,Nuevo Colombino,,21:00,Teledeporte
Huesca,0 - 1,Alcorcón,El Alcoraz,3 de marzo,12:00,Marca TV
Hércules,0 - 2,Almería,José Rico Pérez,,16:0056,Marca TV
Real Murcia,3 - 1,Xerez,Nueva Condomina,,17:00,—
Mirandés,1 - 0,Lugo,Anduva,,,—
Guadalajara,1 - 1,Sabadell,Pedro Escartín,,,Esport3
Numancia de Soria,2 - 0,Real Racing Club de Santander,Los Pajaritos,,,—
Ponferradina,2 - 0,Real Madrid Castilla,El Toralín,,18:0057,Marca TV
Real Sporting de Gijón,4 - 0,Girona,El Molinón,,20:00,Canal+ 1 y Canal+ 1 HD
Córdoba,0 - 2,Villarreal,Nuevo Arcángel,,21:00,Teledeporte
Jornada 29,,,,,,
Local,Resultado,Visitante,Estadio,Fecha,Hora,Directo TV
Lugo,0 - 0,Numancia de Soria,Anxo Carro,9 de marzo,18:00,TVG
Barcelona B,4 - 3,Córdoba,Mini Estadi,,,Esport3
Elche,0 - 1,Mirandés,Manuel Martínez Valero,,,Marca TV
Xerez,0 - 1,Guadalajara,Chapín,,20:00,Teledeporte
Sabadell,0 - 3,Ponferradina,Nova Creu Alta,,,Esport3
Almería,2 - 3,U. D. Las Palmas,Juegos Mediterráneos,,,Televisión Canaria
Villarreal,2 - 1,Real Sporting de Gijón,El Madrigal,10 de marzo,12:00,Canal+ 1 y Canal+ 1 HD
Real Racing Club de Santander,2 - 1,Real Murcia,El Sardinero,,17:00,Marca TV
Girona,2 - 1,Huesca,Montilivi,,,Esport3
Alcorcón,2 - 1,Recreativo de Huelva,Santo Domingo,,20:00,Teledeporte
Real Madrid Castilla,1 - 1,Hércules,Alfredo di Stéfano,11 de marzo,21:00,Marca TV
Jornada 30,,,,,,
